index	type	text_english	text_ES	Go To	conditions	actions	requisites
8b	Q	Old. Powerful. Organized. They believe they're owed something by this world. That certain powers belong to them by right. And to claim those powers, they'll open doors that should NEVER be opened. [RED]My Order spent generations keeping those doors shut.[]	¿Esto tiene algo que ver conmigo personalmente?	8c			
8c	Q	*dark laugh* Alone? I've been alone for ten years. But not by choice. *looks at you with something almost like hope* That might be changing, though. You're getting stronger. Smarter. More dangerous. There might come a day when I ask for your help. And on that day... everything changes.	Debo irme. (Salir)	6			
9	Q	*voice drops* There are artifacts in this land. Old ones. From before the kingdoms. Before the races. Things that were never meant to be held by mortal hands. *touches medallion* I found one once. Held it. Felt it whispering. Promising. *shudder* I hid it. But nothing stays hidden forever.	*niega con la cabeza* No aquí. No ahora. Hay oídos en las paredes de esta ciudad. Lo que te diré a continuación... necesita un lugar más seguro. Menos ojos. *se levanta* Viaja. Hazte más fuerte. Cuando estés listo... te encontraré de nuevo. Siempre te encuentro.	10			
10	A	Where is it now?	Hay una manera. Pero requiere algo que se perdió hace mucho tiempo. Un artefacto de mi Orden. Una [RED]Reliquia Solar[]. Con ella, los secretos que guardan se vuelven vulnerables. Sin ella... estamos luchando en la oscuridad. Literalmente.	11			
10	A	Why couldn't you destroy it?	*larga pausa* ...Sí. Más de lo que imaginas. Pero no estás listo para esa verdad. No todavía. Cuando nos encontremos de nuevo... y hayas visto lo que hay más allá de estos muros... entonces entenderás por qué de todas las personas en Varannar... te elegí A TI.	11			
10	A	I should go. (Leave)	¿Dónde nos encontraremos de nuevo?	0			
11	Q	*careful look around* What I hid... someone will find it eventually. Maybe they already have. That's why you need allies. People who understand what's at stake. Go to [BLUE]Nivarian[]. There's a man there. A bishop. He's been researching these old relics longer than anyone. Tell him nothing about me. Just... ask the right questions.	Antes de irme... ¿algún consejo?	12			
12	Q	*goes quiet for a long time* Safe? *bitter laugh* No one connected to any of this is 'safe'. And there's someone... *jaw tightens* ...someone who matters more than I can explain right now. Someone the shadows are hunting just as hard as they're hunting you. I've kept them hidden. Protected. From the darkness. For YEARS. But shadows only hold for so long.	Debo irme. (Salir)	13			
13	A	Who is this person?	*se pone de pie, envolviendo la espada* Me encontrarás cuando sea el momento. O yo te encontraré. Así funciona entre nosotros. *medio giro para irse, luego se detiene* Una última cosa. [RED]Ten cuidado con quién confías.[] Los enemigos más peligrosos son los que parecen amigos. Recuérdalo.	14			
13	A	Why can't you protect them openly?	Viaja a [RED]New Garand[]. La capital. Hay cosas que necesitas ver con tus propios ojos. Personas que necesitas conocer. Y cuando llegues allí... *sombríamente* ...entenderás por qué este mundo está más cerca del abismo de lo que nadie quiere admitir. Cuídate.	14			
13	A	I should go. (Leave)	Sobrevive. Ese es mi consejo. Sobrevive, aprende y no confíes en nadie que te ofrezca poder gratis. El poder siempre tiene un precio. SIEMPRE. *gira y se funde con las sombras*	0			
14	Q	*firmly* Not yet. That's an answer that could get people killed. But I'll tell you this: you're not as alone as you think. And when the time comes... you'll understand why I kept my mouth shut. Why every secret was a shield. Not for me. For THEM. Be patient.	¿Algo más antes de irme?	15			
15	Q	Go to [BLUE]Nivarian[]. Meet Bishop Bareid at the Cathedral. He's been researching the old artifacts. The Crown. The Relics. The things my Order tried to keep hidden. He doesn't know the full picture, but his piece of the puzzle is essential. And when you get there... *slight smile* ...you know the drill. I'll find you.	No. Ya sabes lo suficiente. Más de lo que deberías, honestamente. *te mira una última vez* Mantente vivo. No por mí. Por lo que viene. El mundo necesita personas como tú, lo sepas o no.	16			
16	A	How do you always manage to find me?	Cuídate, Furulipo. (Salir)	17			
16	A	Any other advice? (Leave)	Voy a encontrar respuestas con o sin tu ayuda. (Salir)	0			
17	Q	*mysterious half-smile* I have my ways. Ten years alone teaches you things no Order ever could. How to listen to walls. How to read silence. How to be everywhere and nowhere. *leans forward* The real question isn't how I find you. It's why I keep BOTHERING. Think about that.	*asiente* Siempre lo hago. *pausa* Y tú también. He visto cómo luchas. Hay fuego en ti. Solo asegúrate de que ese fuego no te consuma antes de que puedas usarlo. Nos vemos en la carretera.	18			
18	Q	*stands, sheathes sword* One thing. The closer you get to the truth, the more dangerous it becomes. Not just physically. [RED]Emotionally.[] You're going to learn things that will test everything you believe. About this land. About the people in it. About yourself. When that happens... remember this moment. Remember there was someone who cared enough to prepare you. Even if he was a stubborn old knight who couldn't say three sentences without being mysterious.	*sonrisa irónica* Sé que lo harás. Por eso te elegí. Pero las respuestas que encuentres... no todas serán las que quieres escuchar. Prepárate para eso. Y cuando todo parezca imposible... recuerda que hay un viejo caballero en las sombras que apostó todo por ti. No me decepciones.	0			
