index	type	text	text_ES	Go To	conditions	actions	
8	A	Forget I mentioned saving the world. I am willing to compensate you for your time, here's [BLUE]250 gold[] to prove my good will.	Olvida que he mencionado eso, estoy dispuesto a compensarte por tu tiempo. Aquí tienes [BLUE]250 monedas[] como muestra de buena voluntad.	30	PlayerHasGold#250	LoseGold#250	
9	Q	[BLUE](She looks at you apparaisingly)[] Call me an idiot, but I believe you're not like the rest of pirates and cutthroats living in this hellhole. I'll tell you what I know and damned be common sense.	[BLUE](Te mira pensativa)[] Llámame tonta, pero creo que eres diferente del resto de piratas y bribones que viven en este agujero. Te diré lo que sé, ignorando el sentido común.	10			
10	A	Thank you! So, where can I find The Snake?	¡Gracias! Entonces, ¿dónde puedo encontrar a La Serpiente?	11			
11	Q	There's a stone door in a cave in Emerald Valley. It is magical, you need to recite the password 'Trelaxx' while pouring some water over it. That's where the gang hides. Now if you excuse me, I must go to sleep.	Hay una puerta mágica en las colinas del Valle Esmeralda. Pero sólo se abrirá con la contraseña 'Trelaxx' mientras viertes agua sobre ella. Allí se esconde la banda. Ahora si me disculpas, me marcho a dormir.	0		"SetVariable#snake_gang,50;NPCDespawn#zilda"	
20	Q	There's a stone door in a cave in Emerald Valley. It is magical, you need to recite the password 'Trelaxx' while pouring [BLUE]scorpion venom[] over it. That's where the gang hides. 	Hay una puerta mágica en las colinas del Valle Esmeralda. Pero sólo se abrirá con la contraseña 'Trelaxx' mientras viertes [BLUE]veneno de escorpión[] sobre ella. 	21		SetVariable#snake_gang,40	
21	A	Where can I find that venom?	¿Dónde puedo encontrar ese veneno?	22			
21	A	Your cooperation is appreciated.	Se agradece tu colaboración.	0		NPCDespawn#zilda	
22	Q	It's sold around here, or you can get it off Manticores if you're brave enough. Now I need to go.	Se vende por aquí, o puedes conseguirlo de Mantícores si eres lo bastante valiente. Ahora debo marcharme.	0		NPCDespawn#zilda	
30	Q	[BLUE](The coins quickly disappear through hidden pockets in her bodice)[] Now you're talking, friend. But I need to know what would you do if you found The Snake. [BLUE](Winks)[]. I've heard the reward for his head is remarkable, and I'd love to see some of it!	[BLUE](Las monedas desaparecen rápidamente por bolsillos ocultos de su vestido)[] Ahora hablas en serio. Pero quiero saber qué harás una vez encuentres a La Serpiente. [BLUE](Guiña un ojo)[]. He oido que la recompensa por su cabeza es fantástica, y ¡me gustaría poder ver ese dinero de cerca!	31			
31	A	I intend to come back and spend the reward with you, we'll have a hell of a party, I tell you.	Pretendo regresar y gastarla contigo, haremos una buena fiesta, ya verás.	32			
31	A	Actually, I just need to discuss business with The Snake. I doubt I'll get that reward, sorry.	En realidad sólo necesito hablar de negocios con La Serpiente. Dudo que cobre esa recompensa, lo siento.	34			
32	Q	Oh I can't wait! I'll tell you what you want, but please come back soon.	¡No puedo esperar! Te diré lo que necesitas, pero por favor vuelve pronto.	33			
33	A	You can bet I will. ¿Where do I find The Snake?	Te aseguro que lo haré. ¿Dónde encuentro a La Serpiente?	20			
34	Q	Are you sure? I'd really love to hang out with the one that got rid of The Snake... So exciting... I would love to see all that money together. [BLUE](She pouts deliciously)[]	¿Seguro? Me encantaría pasar tiempo con quien acabó con La Serpiente... Tan excitante... Me encantaría ver todo ese dinero junto. [BLUE](Hace un puchero encantador)[]	35			
35	A	Like I said, I'm not into this for the bounty, nor I intend to have business with the Governor. Now, will you tell me what you know?	Como ya te he dicho, no estoy en esto por la recompensa ni me interesa hacer tratos con el Gobernador. ¿Me vas a decir lo que sabes?	36			
35	A	When you put it that way, it is really hard to say no. Very well, I'll get rid of that Snake and come back to show you the reward.	Es muy difícil decirte que no. Muy bien, acabaré con la Serpiente y volveré para enseñarte todo ese dinero.	32			
36	Q	Aww bummer! [BLUE](She smiles mischievously)[] I guess the gold you paid is enough for the information you seek.	Ooooh que pena. [BLUE](Se rie pícaramente)[] Pero supongo que el oro que has pagado es suficiente por la información que pides.	10			
