index	type	text_english	text_ES	Go To	conditions	actions	requisites
6	A	I should go. (Leave)	*se apoya pesadamente contra la pared* La [RED]Cruzada Solar[]. Así nos llamaban. Veinte caballeros. Guerreros y sanadores. Juramentados para proteger ciertos linajes, ciertas familias cuya sangre cargaba algo antiguo. Algo poderoso. Éramos escudos vivientes. Y una noche... *aprieta el puño* ...fuimos masacrados desde dentro.	0			
7	Q	*lowers voice* Beneath every kingdom, there are older things. Relics. Records. Truths that powerful people spent centuries burying. Some of those truths are waking up. Not by accident. Someone is DIGGING. And what they're finding... *darkens* ...it's going to change everything. For everyone.	*oscurece* Hay cosas en esta tierra que no son ni humanas ni bestias. Cosas que llevan rostros prestados y caminan entre ustedes como si pertenecieran. Buscan algo en tu sangre. Algo que llaman 'La Chispa'. Un eco de los [RED]Muud'ari[]. Y no se detendrán ante nada para obtenerlo.	8			
8	A	[A] Who's digging?	*larga pausa, el dolor evidente en sus ojos* Valor. Mi hermano mayor. El mejor de nosotros. Sanador. Caballero. Héroe. *voz se endurece* Lo capturaron la noche de la traición. Lo que le hicieron... *aprieta la mandíbula* ...lo convirtieron en lo que más odiaba. Un no-muerto. Un [RED]Caballero de la Muerte[]. Y lo obligaron a custodiar la reliquia de nuestra propia Orden en una cripta helada.	9			
8	A	[A] What does this have to do with me?	*furioso* Lo INTENTÉ. He pasado diez años buscando una manera. Pero la cripta está protegida. Y mi hermano... lo que queda de él... es más poderoso de lo que yo podría manejar solo. Por eso te necesito. Por eso TE encontré.	9			
8	A	I should go. (Leave)	¿Cómo puedo ayudar?	0			
9	Q	That's a question I can't answer yet. Not because I don't know. *long pause* Because the answer would put you in more danger than you're already in. What I CAN tell you is this: the people doing the digging know about YOU. They know what you carry in your blood. And they want it.	¿Qué es esta 'Reliquia Solar' de la que hablas?	10			
10	Q	*touches medallion* Twenty knights. That's all we ever were. Not an army. A family. We bled together, prayed together, buried our dead together. And then one night... *voice hardens* ...it all ended. Someone inside sold us out. I've spent ten years hunting the reason WHY. And the answer keeps getting bigger. And darker.	¿Vienes conmigo?	11			
11	A	Whose bloodline? Mine?	Debo irme. (Salir)	12			
11	A	Who destroyed the Order?	Hazte más fuerte. Mucho más fuerte. Luego... ven a buscarme. Estaré en [RED]Nivarian[]. Frente a la catedral. Allí te contaré el resto. El plan completo. Y entonces... *toca su espada* ...terminaremos lo que empezaron hace diez años.	12			
11	A	I should go. (Leave)	Un medallón sagrado. Forjado en la era de los Muud'ari. Canaliza la luz solar en poder curativo y destructivo. Era el corazón de nuestra Orden. Con él, un Caballero Solar era imparable. Sanador y guerrero en uno. Sin él... *mira sus manos* ...soy solo un hombre con una espada y demasiadas pesadillas.	0			
12	Q	*long silence* What I can tell you is this: someone inside our Order was corrupted. Turned against us for promises of power. The same power that flows in YOUR veins. *measured look* Yes, yours. Don't look surprised. You've felt it. That heat in your chest that isn't fever. That strength that comes from nowhere. It has a name. But you're not ready to hear it.	*te mira fijamente* Cuando llegue el momento... sí. Pero aún no. Aún no soy completo. *toca el medallón roto* Sin la Reliquia Solar, soy solo la mitad de lo que solía ser. Un caballero sin su juramento restaurado. Pero cuando la tengamos... *fuego en los ojos* ...entonces verás lo que realmente significa ser un Cruzado Solar.	13			
13	Q	*goes very still* There are others. People who carry the same fire. Most don't know what they are. They live ordinary lives, never knowing what's sleeping inside them. And the forces hunting YOU... are hunting THEM too. One of them... *stops, jaw working* ...one matters more than the rest. But that's all I'll say.	¿Algo más?	14			
14	A	Are they in danger?	*asiente lentamente* Encuentra tu camino. Hazte fuerte. Y cuando estés listo para la verdad definitiva... estaré en Nivarian. Esperando. Como siempre.	15			
14	A	Do I know them?	Es suficiente. Me voy. (Salir)	15			
14	A	I should go. (Leave)	*te agarra del hombro antes de que te vayas* Una cosa más. [RED]No vayas a la cripta solo.[] Lo que hay allí... no es solo un no-muerto. Es mi hermano. Y merece más que una muerte solitaria en la oscuridad. Cuando vayas... iremos juntos. Eso te lo prometo. Ahora ve. Nivarian me espera.	0			
15	Q	*carefully* Both. The enemies hunting you are hunting the same bloodlines I've spent my life protecting. And the one who matters most... is closer than you think. But knowing WHO could get them killed. So I stay quiet. And it eats me alive every single day.	*asiente* Bien. Cuídate en los caminos. Y recuerda: los enemigos con las sonrisas más amables son los más peligrosos. Nos vemos en Nivarian.	16			
16	Q	Keep moving west. Keep asking questions. The answers are out there, buried in old libraries and forgotten temples. Trust your instincts about who to believe. And when you feel that heat in your blood... don't fight it. Learn from it. It's trying to tell you something.	¿Algo más antes de irme?	17			
17	A	Will I see you again? (Leave)	No. Ya tienes los mapas. Ya tienes las advertencias. Lo único que te falta es la fuerza. Gánala. Y cuando nos encontremos de nuevo... estaremos listos para lo que viene.	0			
17	A	Thank you, Furulipo. (Leave)	Cuídate, Furulipo. (Salir)	0			
18	Q	*nods* You will. When the road gets harder. When the questions get bigger than the answers. When you look in the mirror and see someone you don't quite recognize anymore. That's when I'll be there. Not before.	Iré a Nivarian lo antes posible. (Salir)	19			
19	Q	Don't thank me. Not yet. Save your gratitude for when you know the full story. Everything I've done. Everything I've sacrificed. Every night I didn't sleep so YOU could. By then... *softens* ...you might not want to thank me at all. You might want to hit me. And I would deserve it.	*asiente con respeto* Y tú. *pausa* Eres la mejor esperanza que he tenido en diez años. No la desperdicies.	0			
