index	type	text_english	text_ES	Go To	conditions	actions	requisites
8	Q	*stands, faces you directly* Everything. Your blood isn't just blood. It carries something ancient. A legacy from the Muud'ari founders themselves. My Order called it 'The Spark'. A living connection to powers that most people can barely imagine. And you... *points* ...you carry one of the STRONGEST Sparks we ever tracked. That heat you've felt? That strength from nowhere? THAT is the Spark. And now everything makes sense, doesn't it?	*se pone de pie, te mira directamente* Todo. Tu sangre no es solo sangre. Lleva algo antiguo. Un legado de los propios fundadores Muud'ari. Mi Orden lo llamaba 'La Chispa'. Una conexión viva a poderes que la mayoría apenas puede imaginar. Y tú... *señala* ...llevas una de las Chispas MÁS FUERTES que rastreamos. ¿Ese calor que has sentido? ¿Esa fuerza de la nada? ESO es la Chispa. Y ahora todo tiene sentido, ¿verdad?	9			
9	Q	My Order watched your family for a LONG time. Protected you from the shadows. Made sure the enemies never found you. Your parents. Your home. YOU. And... *voice becomes very careful* ...your sister. [RED]Amarisa[].	Mi Orden vigiló a tu familia por MUCHO tiempo. Los protegimos desde las sombras. Nos aseguramos de que los enemigos nunca los encontraran. Tus padres. Tu hogar. TÚ. Y... *la voz se vuelve muy cuidadosa* ...tu hermana. [RED]Amarisa[].	10			
10	A	*stunned* You know about Amarisa?!	*atónito* ¡¿Conoces a Amarisa?!	11			
10	A	You've been watching us our whole lives?!	¡¿Nos han vigilado toda la vida?!	12			
10	A	I should go. (Leave)	Debo irme. (Salir)	0			
11	Q	I don't just KNOW about her. *stands, pacing* I've watched over her since she was a child. Just as I watched over you. She carries the same Spark. The same fire. But where YOUR path led to a sword and adventure, HERS led to magic and knowledge. And knowledge... *darkens* ...can be a more dangerous weapon than any blade. She went looking for answers about her heritage. About the Muud'ari. And those answers led her somewhere very, very dangerous.	No solo CONOZCO sobre ella. *se pone de pie, caminando de un lado a otro* La he vigilado desde que era una niña. Igual que te vigilé a ti. Lleva la misma Chispa. El mismo fuego. Pero donde TU camino llevó a una espada y la aventura, el SUYO llevó a la magia y el conocimiento. Y el conocimiento... *se oscurece* ...puede ser un arma más peligrosa que cualquier espada. Fue a buscar respuestas sobre su herencia. Sobre los Muud'ari. Y esas respuestas la llevaron a un lugar muy, muy peligroso.	13			
12	Q	*meets your outrage calmly* Yes. From the shadows. Never interfering unless absolutely necessary. That was my Order's way. We were guardians, not parents. But I was THERE. When you took your first steps. When you first picked up a sword. When Amarisa showed her first spark of magic. I was always there. And I'll be there at the end.	*se encuentra con tu indignación con calma* Sí. Desde las sombras. Sin interferir a menos que fuera absolutamente necesario. Ese era el camino de mi Orden. Éramos guardianes, no padres. Pero ESTUVE ahí. Cuando diste tus primeros pasos. Cuando empuñaste una espada por primera vez. Cuando Amarisa mostró su primera chispa de magia. Siempre estuve ahí. Y estaré al final.	13			
13	A	Where is Amarisa now? Is she safe?	¿Dónde está Amarisa ahora? ¿Está a salvo?	14			
13	A	Why didn't you protect her from whatever she found?	¿Por qué no la protegiste de lo que encontró?	15			
13	A	I should go. (Leave)	Debo irme. (Salir)	0			
14	Q	*heavy sigh* Safe? I... don't know anymore. She went deeper than I could follow. Into places where even a knight of my Order couldn't go without being detected. She's strong. Stronger than she knows. But the path she's on... it involves the [RED]Forsaken[]. The Deep Gate. Powers that could unmake this world. When you find her... and you WILL find her... [RED]protect her. With everything you have.[] She's stubborn like you. She won't ask for help. But she needs it.	*suspiro pesado* ¿A salvo? Yo... ya no lo sé. Fue más profundo de lo que pude seguir. A lugares donde ni un caballero de mi Orden podía ir sin ser detectado. Es fuerte. Más fuerte de lo que sabe. Pero el camino en el que está... involucra a los [RED]Olvidados[]. La Puerta Profunda. Poderes que podrían deshacer este mundo. Cuando la encuentres... y la ENCONTRARÁS... [RED]protégela. Con todo lo que tengas.[] Es testaruda como tú. No pedirá ayuda. Pero la necesita.	16			
15	Q	*frustrated* I TRIED! She's as stubborn as you are! The same fire, the same refusal to back down. I taught her what I could. Combat, survival, how to recognize danger. But she wanted MORE. She wanted to understand WHY her blood was different. And that curiosity took her into places I couldn't follow. *quieter* I blame myself every day.	*frustrado* ¡Lo INTENTÉ! ¡Es tan testaruda como tú! El mismo fuego, la misma negativa a rendirse. Le enseñé lo que pude. Combate, supervivencia, cómo reconocer el peligro. Pero quería MÁS. Quería entender POR QUÉ su sangre era diferente. Y esa curiosidad la llevó a lugares donde no pude seguirla. *más bajo* Me culpo cada día.	16			
16	Q	*stands tall, the Solar Relic now hanging around his neck, pulsing with golden light* Now you know everything. Your blood. Your heritage. Your sister. The [RED]Solar Crusade[]. No more secrets between us. *draws his black blade, holds it vertically* Which brings me to my last question.	*se pone de pie, la Reliquia Solar ahora colgando de su cuello, pulsando con luz dorada* Ahora lo sabes todo. Tu sangre. Tu herencia. Tu hermana. La [RED]Cruzada Solar[]. No más secretos entre nosotros. *desenvaina su espada negra, la sostiene vertical* Lo que me lleva a mi última pregunta.	17			
17	Q	I've spent ten years fighting alone. Hiding. Running. Working as a mercenary to survive while keeping my oath in secret. But with the Solar Relic restored... *touches the glowing medallion* ...I'm whole again. A Knight of the Solar Crusade. Warrior AND healer. And I am DONE running. *fire in eyes* You need someone at your side who can swing a blade AND mend your wounds. Someone who knows the enemy. Someone too angry and too stubborn to die. You need ME. So what do you say? Ready to raise some hell together?	He pasado diez años luchando solo. Escondiéndome. Huyendo. Trabajando como mercenario para sobrevivir mientras mantenía mi juramento en secreto. Pero con la Reliquia Solar restaurada... *toca el medallón brillante* ...estoy completo otra vez. Un Caballero de la Cruzada Solar. Guerrero Y sanador. Y ESTOY HARTO de huir. *fuego en los ojos* Necesitas a alguien a tu lado que pueda blandir una espada Y curar tus heridas. Alguien que conozca al enemigo. Alguien demasiado furioso y demasiado testarudo para morir. Me necesitas a MÍ. Entonces, ¿qué dices? ¿Listos para causar problemas juntos?	18			
18	A	Let's do this, Furulipo. Welcome to the team. (Leave)	Hagámoslo, Furulipo. Bienvenido al equipo. (Salir)	0		NPCFollow#	
18	A	I need time to process all this. But I'll come back. (Leave)	Necesito tiempo para procesar todo esto. Pero volveré. (Salir)	0			
19	Q	*slams fist against chestplate* About damn time. *sheathes sword* I've been waiting ten years for a fight worth having. And THIS... *gestures between you both* ...this is worth everything. Let's go show this world what happens when you mess with the bloodline of the founders. And let's find your sister. TOGETHER. Lead the way, commander.	*golpea el puño contra la pechera* Ya era hora. *enfunda la espada* He esperado diez años por una pelea que valga la pena. Y ESTO... *señala entre ambos* ...esto vale todo. Vamos a mostrarle a este mundo lo que pasa cuando te metes con el linaje de los fundadores. Y encontremos a tu hermana. JUNTOS. Lidera el camino, comandante.	0			
20	Q	*nods with understanding* It's a lot. I know. Take the time you need. But don't take too long. The enemy isn't waiting. And Amarisa... *jaw clenches* ...she's out there. Alone. When you're ready, you know where to find me. I've waited ten years. I can wait a little longer. For you.	*asiente con comprensión* Es mucho. Lo sé. Tómate el tiempo que necesites. Pero no tardes demasiado. El enemigo no espera. Y Amarisa... *aprieta la mandíbula* ...está allá afuera. Sola. Cuando estés listo, sabes dónde encontrarme. He esperado diez años. Puedo esperar un poco más. Por ti.	0			
30	A	Nothing, let's keep moving. (Leave)	Nada, sigamos adelante. (Salir)	0			
30	A	Hold this position for now. (Leave)	Mantén esta posición por ahora. (Salir)	0		"NPCStopFollowing#;NPCDespawn#mercenary_furulipo"	
31	Q	Understood. I'll head back to Icemist. You know where to find me when you're ready to fight again.	Entendido. Volveré a Icemist. Sabes dónde encontrarme cuando estés listo para pelear de nuevo.	0			
