index	type	text_english	text_ES	Go To	conditions	actions	requisites
16	Q	The [BLUE]Crusader's Crypt[]. That's where they keep it. In the frozen peaks near Icemist. My brother... or what's LEFT of him... guards it with the fury of the damned. I've tried to reach it alone. Twice. Failed twice. *shows a scar on his forearm* [RED]I need your help.[] Recover the Solar Relic. End my brother's suffering. And in return... *intense stare* ...I'll give you EVERYTHING. Every truth. Every secret I've been carrying. Including the one that will change your life forever.	Era sanador antes de que lo convirtieran. Su magia corrupta es poderosa, pero inestable. Golpéalo fuerte, golpéalo rápido, y NO lo dejes canalizar. Si empieza a rezar... interrúmpelo. Es cuando más peligroso es. Y cuando termine... *más bajo* ...dile que Furulipo lo siente. Por no haber estado allí. Por no haberlo salvado. Ve. Estaré en [BLUE]Icemist[]. Esperando.	17			
17	A	I'll do it. Where exactly is this crypt?	*te agarra los hombros* Entonces vuelve cuando puedas. Pero NO fracases. No puedes. Ni por él ni por mí. Hay demasiado en juego. La Reliquia no es solo un artefacto. Es mi juramento. Mi Orden. Todo lo que perdí. *suelta* Vuélvete más fuerte. Y vuelve.	18			
17	A	What truth will change my life?	*asiente* Ve. Prepárate. Pero no tardes demasiado. Cada día que pasa, mi hermano sufre más en esa prisión. Y yo... *mira sus manos* ...yo envejezco esperando redimirlo. Estaré en [BLUE]Icemist[]. Cuando estés listo.	19			
17	A	Why should I risk my life for your relic?	*larga pausa* Cuando vuelvas con la Reliquia... te contaré el resto. Todo. Sobre tu sangre. Tu familia. La razón por la que te he vigilado desde antes de que puedas recordar. *te mira a los ojos* Sé que no es justo. Sé que quieres respuestas AHORA. Pero este último secreto... es el más grande. Y mereces escucharlo cuando pueda mirarte a los ojos como un hombre completo. No la sombra rota que soy ahora.	20			
17	A	I should go. (Leave)	*furia contenida* Porque no se trata solo de MÍ. Cada aldea quemada, cada vida perdida, cada sombra que se acerca en la noche... todo está conectado. La Reliquia es una llave. No de una puerta. De una VERDAD. Una verdad que podría salvar esta tierra o destruirla. Y ahora lo único entre esos dos resultados... eres tú. Y yo. Juntos.	0			
18	Q	The entrance is hidden in the mountains near [BLUE]Icemist[]. Look for the [BLUE]Crusader's Crypt[]. My brother waits inside. Ten years of corruption have made him powerful. But unstable. *grabs your arm* Be careful. And when you face him... show him the medallion. It might... remind him of who he was.	No te defraudaré. (Salir)	19			
19	Q	*long pause* When you return with the Relic... I'll tell you the rest. Everything. About your blood. Your family. The reason I've been watching you since before you can remember. *meets your eyes* I know that's not fair. I know you want answers NOW. But this last secret... it's the biggest one. And you deserve to hear it when I can look you in the eye as a whole man. Not the broken shadow I am now.	Este Caballero de la Muerte... ¿alguna debilidad? (Salir)	20			
20	Q	*quiet fury* Because this isn't just about ME. Every village burned, every life lost, every shadow that creeps closer in the night... it's all connected. The Relic is a key. Not to a door. To a TRUTH. A truth that could save this land or destroy it. And right now, the only thing standing between those two outcomes... is you. And me. Together.	*asiente lentamente* Te creo. Has llegado más lejos de lo que me atreví a esperar. *se quita el medallón roto, te lo entrega* Toma esto. Muéstraselo al Caballero de la Muerte. Hay una posibilidad... solo una posibilidad... de que alguna parte de mi hermano siga ahí dentro. De que lo haga dudar. Solo lo suficiente. *voz gruesa* Estaré en [BLUE]Icemist[]. Esperando. Y rezando. Por primera vez en diez años.	21			
21	A	I won't let you down. (Leave)	Era sanador antes de que lo convirtieran. Su magia corrupta es poderosa, pero inestable. Golpéalo fuerte, golpéalo rápido, y NO lo dejes canalizar. Si empieza a rezar... interrúmpelo. Es cuando más peligroso es. Y cuando termine... *más bajo* ...dile que Furulipo lo siente. Por no haber estado allí. Por no haberlo salvado. Ve. Estaré en [BLUE]Icemist[].	0			
21	A	This Death Knight... any weaknesses? (Leave)	This Death Knight... any weaknesses? (Leave)	0			
22	Q	*nods slowly* I believe you. You've come further than I dared hope. *pulls off his broken medallion, hands it to you* Take this. Show it to the Death Knight. There's a chance... just a chance... that some part of my brother is still in there. That it might make him hesitate. Just long enough. *voice thick* I'll be in [BLUE]Icemist[]. Waiting. And praying. For the first time in ten years.	*nods slowly* I believe you. You've come further than I dared hope. *pulls off his broken medallion, hands it to you* Take this. Show it to the Death Knight. There's a chance... just a chance... that some part of my brother is still in there. That it might make him hesitate. Just long enough. *voice thick* I'll be in [BLUE]Icemist[]. Waiting. And praying. For the first time in ten years.	0			
23	Q	He was a healer before they turned him. His corrupted magic is powerful, but unstable. Hit him hard, hit him fast, and DON'T let him channel. If he starts praying... interrupt him. That's when he's most dangerous. And when it's over... *quieter* ...tell him Furulipo is sorry. For not being there. For not saving him. Go. I'll be in [BLUE]Icemist[].	He was a healer before they turned him. His corrupted magic is powerful, but unstable. Hit him hard, hit him fast, and DON'T let him channel. If he starts praying... interrupt him. That's when he's most dangerous. And when it's over... *quieter* ...tell him Furulipo is sorry. For not being there. For not saving him. Go. I'll be in [BLUE]Icemist[].	0		SetVariable#crusaders_oath,50;GainItem#11069	
