index	type	text	text_ES	Go To	conditions	actions	requisites
18	Q	I recently discovered that 20 years ago, a guild wizard called Terezza began her research north of here, in some laboratory in the Thyr Ridges. It was about... Well, efficient ways to dig rocks using magical beasts. The guild never heard about her again.	Recientemente he descubierto que, hace 20 años, una maga del gremio llamada Terezza comenzó ciertas investigaciones al norte de aquí,en un laboratorio en los Riscos de Thyr. Era acerca de... excavar túneles usando bestias mágicas. El gremio no volvió a saber de ella.	19			
19	A	I see. Sounds like her experiments went out of hand. Would explain the 'prejudice'.	Ya veo. Parece que sus investigaciones se descontrolaron. Eso explicaría los 'prejuicios'.	20			
20	Q	[BLUE](Coughs)[] Well, well... That'd be jumping to early conclusions. What is essential now is that someone locates her laboratory notes about Vorators, so they can be studied properly at Icemist. Maybe they can come up with a solution.	[BLUE](Tose)[] Bueno, bueno... Eso sería adelantar conclusiones. Lo que es importante ahora es que alguien encuentre sus notas de laboratorio sobre los Vorators, para poder estudiarlos adecuadamente en Icemist. Quizá puedan encontrar una solución.	21			
21	A	Very well... I'll try to find those notes and clean up the Guild's mess.	De acuerdo... Encontraré esas notas, alguien tiene que lavar los trapos sucios del Gremio.	22		SetVariable#stopping_prejudice,10	
21	A	This sounds extremely dangerous, those beasts should be dealt with by the guild directly. Goodbye.	Eso suena muy peligroso, esas bestias debería manejarlas el gremio directamente. Adiós.	0			
22	Q	That's great news. Just remember, those beasts will devour anything, be it rocks, steel, trash... Or adventurers. I'm ready to pay good gold to cover the risks.	Qué buena noticia. Y recuerda, esas bestias devoran todo, ya sean rocas, basura, metal... O aventureros. Estoy dispuesto a pagar buen oro para cubrir los riesgos.	0			
23	A	It's an interesting coincidence Thuramian wizards conduct such dangerous experiments outside their lands.	Es una coincidencia interesante cómo los magos Thuramios hacen estos experimentos tan peligrosos fuera de sus tierras.ç	24			
24	Q	Ilmarans definitely have very poor safety regulations. It's all their fault, if you ask me.	Ilmara claramente necesita mejorar sus normas de seguridad con estos temas. ¡Es culpa suya! 	0			
25	Q	Certainly. Say when you're ready...	De acuerdo, di cuándo estás preparado...	26			
26	A	I am ready!	Estoy preparado.	0		"loseGold#500;Particle#;Travel#I10_tower,2;Particle#teleport"	
27	Q	Certainly. Say when you're ready...	De acuerdo, di cuándo estás preparado...	28	IsRegistered#		
27	Q	[BLUE](You can only access this option in the full version of the game)[]	[BLUE](Sólo puedes escoger esta opción en la versión completa del juego)[]	0			
28	A	I am ready!	Estoy preparado.	0		"loseGold#500;Particle#teleport;Travel#D9_tower,2;Particle#teleport"	
