index	type	text	text_ES	Go To	conditions	actions	requisites
12,falsehermes	Q	I'm sorry, friend, that I deceived you, but I had no other idea about escaping from that dungeon.	po.	13			
13,bloodsilver	Q	It was pretty mean of you to do that. But you can stay in this settlement if you have nowhere to go. 	po.	14			
14	Q	Anyway, the real Hermes is still in captivity and he needs to be rescued.	po.	0		"SetVariable#skilled_hands,50;disband#falsehermes"	
15,hermes	Q	The sorcerers of these heavenly knights have been doing something to me, my body is all on fire! I can't stand it!	po.	16			
16,bloodsilver	Q	[BLUE](right in front of your eyes, Hermes is enveloped in magical fire and his body begins to transform into a monster that furiously pounces on you!)[] 	po.	17		"disband#hermes;NPCDespawn#hermes;NPCSpawn#demonhermes"	
17	Q	What the hell is this?!	po.	0		"SetVariable#skilled_hands,80"	
18	A	Perhaps you have some other work?	po.	20	VariableLower#curses_dont_die,10		
18	A	I will definitely save him!	po.	0			
18	A	Did you happen to meet zombies in these places, looking like priests?	po.	24	"VariableEqual#last_honors,10;VariableLower#talkz_bloodsilver,1"		
18	A	[BLUE](Using brute force to put a collar of submission on he)[]	¿po?	22	PlayerHasItem#10402		STR#5
18	A	[BLUE](Imperceptibly and quickly put a collar of submission on he)[]	¿po?	22	PlayerHasItem#10402		AGI#5
18	A	[BLUE](By tricking he into putting on a collar of submission)[]	¿po?	22	PlayerHasItem#10402		INT#5
19	A	Perhaps you have some other work?	po.	20	VariableLower#curses_dont_die,10		
19	A	Did you happen to meet zombies in these places, looking like priests?	po.	24	"VariableEqual#last_honors,10;VariableLower#talkz_bloodsilver,1"		
19	A	Thank you for advice.	po.	0			
19	A	[BLUE](Using brute force to put a collar of submission on he)[]	¿po?	22	PlayerHasItem#10402		STR#5
19	A	[BLUE](Imperceptibly and quickly put a collar of submission on he)[]	¿po?	22	PlayerHasItem#10402		AGI#5
19	A	[BLUE](By tricking he into putting on a collar of submission)[]	¿po?	22	PlayerHasItem#10402		INT#5
20	Q	There doesn't seem to be anything specific that could interest you, but though... A few weeks ago, the Sighted Hills suddenly began to fill with the undead, and all sorts of fighters against evil from different places began to gather there. Despite their efforts, the amount of abomination there is not getting less, and the other day some of the undead fighters visited here to find help, but I myself have few people. So you can go to them and offer your services.	po.	21			
21	A	I'll try to help them with something.	po.	0		"SetVariable#curses_dont_die,10"	
22	Q	[BLUE](As soon as the collar snaps on the neck, the magic takes control of it)[]	port.	0		"LoseItem#10402;SetVariable#bloodsilver_follow,3;NPCFollow#"	
23	A	Good fellow.	port.	0		
23	A	[BLUE](Take off he collar of submission)[]	port.	0		"SetVariable#bloodsilver_follow,1;NPCStopFollowing#"
24	Q	No, we have enough problems here without any zombies.	po.	0		"SetVariable#talkz_bloodsilver,2"	
