index	type	text	text_ES	Go To	conditions	actions
1	Q	Men are more resilient than women. The woman lies down for a while and can't stand it - she goes to do something. And the man lies on and endures.	¿po?	0	VariableEqual#philosophy,28	"IncVariable#philosophy,1"	
1	Q	If your happiness is not in money, then give it to me.	¿po?	0	VariableEqual#philosophy,27	"IncVariable#philosophy,1"	
1	Q	Never give up, go to your goal! And if it gets difficult, give up.	¿po?	0	VariableEqual#philosophy,26	"IncVariable#philosophy,1"	
1	Q	You have to be the best at everything. A woman carries a child for 9 months. I can take him out with one punch.	¿po?	0	VariableEqual#philosophy,25	"IncVariable#philosophy,1"	
1	Q	There is a lot of uncertainty and incomprehensibility in our lives. For example, a pip is a stretchable concept.	¿po?	0	VariableEqual#philosophy,24	"IncVariable#philosophy,1"	
1	Q	Don't forget this - it's not the eggs that color the man, but the man that color the eggs.	¿po?	0	VariableEqual#philosophy,23	"IncVariable#philosophy,1"	
1	Q	And if the guards detain you, then remember that a step to the left and a step to the right are two steps.	¿po?	0	VariableEqual#philosophy,22	"IncVariable#philosophy,1"	
1	Q	Deadwood know? I killed him.	¿po?	0	VariableEqual#philosophy,21	"IncVariable#philosophy,1"	
1	Q	And there are always two roads in life: one is the first and the other is the second.	¿po?	0	VariableEqual#philosophy,20	"IncVariable#philosophy,1"	
1	Q	Here's some wisdom for you - a stupid person complains about a hole in his pocket, and a smart one uses it to scratch his balls.	¿po?	0	VariableEqual#philosophy,19	"IncVariable#philosophy,1"	
1	Q	Do you think this world is diverse and full of unique people? But no, there are only two types of people: Me and the others.	¿po?	0	VariableEqual#philosophy,18	"IncVariable#philosophy,1"	
1	Q	Be strong - don't give up, if they hit you - fight up, if you fall - get up, if you take a shit - clean up. There's nothing difficult about that, right?	¿po?	0	VariableEqual#philosophy,17	"IncVariable#philosophy,1"	
1	Q	Even in our cruel and unfair world, there is no need to be selfish, first of all you need to think about yourself!	¿po?	0	VariableEqual#philosophy,16	"IncVariable#philosophy,1"	
1	Q	We must honor our ancestors. After all, as my grandfather used to say, "I am your grandfather".	¿po?	0	VariableEqual#philosophy,15	"IncVariable#philosophy,1"	
1	Q	Gorge of the Silent Kings know? I shut them up.	¿po?	0	VariableEqual#philosophy,14	"IncVariable#philosophy,1"	
1	Q	That's what I want to tell you, remember that just one mistake and you were wrong.	¿po?	0	VariableEqual#philosophy,13	"IncVariable#philosophy,1"	
1	Q	There are many large forests in the kingdom, you can easily get lost in them. But I'll give you some good advice, if you get lost in the woods, go home.	¿po?	0	VariableEqual#philosophy,12	"IncVariable#philosophy,1"	
1	Q	Вот ты думаешь, что сила в бабках? А вот и нет, сила - не в бабках. Ведь бабки - уже старые.	¿po?	0	VariableEqual#philosophy,11	"IncVariable#philosophy,1"	
1	Q	It's always good to have someone to rely on, because it's better to have a friend than each other.	¿po?	0	VariableEqual#philosophy,10	"IncVariable#philosophy,1"	
1	Q	Listen to good advice from good people, or rather, from me. So here's my advice - remember, or you'll forget!	¿po?	2			
2	A	Okey.	po.	0		"SetVariable#philosophy,10"
