index	type	text	text_ES	Go To	conditions	actions	
14	Q	Let me analyze the situation... No, it can't be destroyed without an explosion that would blow up half this continent. But wait, the room they chose for the Wormhole... Maybe... 	Déjame analizar la situación... No, no puede destruirse salvo con una explosión que volaría la mitad del continente. Pero espera, la habitación que han escogido para el Agujero de Gusanos... Quizá...	15			
15	A	Maybe what??? Speak, we need to do something.	¿¿¿Quizá qué??? Habla, tenemos que hacer algo.	16			
16	Q	The room where they opened this thing you call 'Gate' is more than a simple room... it is an Escape Pod! It can be detached from the ship and launched into the stars, carrying with it the Wormhole.	La sala donde han creado lo que llamas 'Puerta' no es una simple sala... ¡Es un módulo de escape! Puede desconectarse del Arca y ser lanzado hacia las estrellas llevando consigo el Agujero de Gusanos.	17			
17	A	And what would happen to the Deep Gate? Wouldn't it just fall somewhere else?	¿Y qué le pasaría a la Puerta Profunda? ¿No caería en otro sitio?	18			
18	Q	"The pod is very damaged, and lost its cooling system; It'll explode minutes after launch, and the Wormhole will collapse causing a huge explosion. But it should be high and far enough to be harmless."	"La cápsula está dañada, le falta el sistema de refrigeración; acabaría explotando a los pocos minutos y el Agujero colapsaría. La explosión será gigantesca, pero creo que estará a mucha altura y será inofensiva."	19			
19	A	I don't understand half of those words but... you are saying we can simply launch it into the sky and get rid of the gate. Lovely plan!	No entiendo del todo pero... ¿Estás diciendo que puedes lanzar la puerta hacia las estrellas y librarnos de ella? Genial.	20			
19	A	Actually, I'd rather do this the good old fashioned way, move upstairs and slaughter them all. Can you help me to get to the Command Bridge?	En realidad preferiría usar la técnica tradicional, ir escaleras arriba y aplastarles. ¿Puedes ayudarme a llegar al Puente de Mando?	26			
19	A	I'll give this plan some thought but what I really want is to access the area of the Ark where they are. Will you help me with that?	Pensaré en este plan pero lo que realmente quiero es llegar a la parte del Arca donde están ellos. ¿Puedes ayudarme?	26			
20	Q	Well, you actually don't think it would be that easy, do you?	Bueno, realmente no pensabas que iba a ser tan fácil, ¿verdad?	21			
21	A	Sigh. Alright, tell me what needs to be done.	Sigh. Vale, dime qué tengo que hacer.	22			
22	Q	"The Main Reactor is utterly destroyed, but the Emergency Reactor seems to be simply deactivated and would be enough to launch the Escape Pod. It is a very large yellow machine two levels downstairs from here; you'll need the password 'SCOTTY' to access the reactor level, and large batteries to reactivate it."	El Reactor Principal está completamente destruido, pero el de Emergencia parece estar intacto aunque desactivado y serviría para lanzar la Cápsula. Está dos niveles escaleras abajo, es una gran máquina amarilla. Necesitarás la contraseña 'SCOTTY' para acceder al nivel del Reactor, y quizá baterías grandes para activarlo.	23		"SetVariable#ark_lothasan,50;SetVariable#password_reactor,1"	
23	A	Two levels downstairs. Big and yellow. Batteries. Gotcha.	Bajando dos pisos. Grande y Amarillo. Baterías. Entendido.	0			
23	A	I'll try to activate it then. But I have many questions about this ship and about the Muud'ari.	Intentaré activarlo. Pero tengo muchas preguntas acerca de esta nave y los Muud'ari.	24			
24	Q	Not yet. For all I know you might be a spy from these intruders trying to extract information. After you reactivate the Emergency Reactor, I might share more information if you wish.	Aun no. Por lo que sé podrías ser un espía de los intrusos, tratando de obtener información. Activa el Reactor de Emergencia y hablaremos.	0			
25	Q	I managed to deactivate the barrier in the Reactor level, so your path is open. Good luck.	He conseguido desactivar la barrera del nivel del Reactor, tu camino está despejado. Buena suerte.	0			
26	Q	I am afraid we are doing things my way. I don't want the intruders to be alerted of my plan, or rushed into action by your presence.	Me temo que haremos las cosas a mi manera. No quiero que los intrusos conozcan mi plan, ni que tu llegada les obligue a actuar.	21			
30	A	Does that mean you now launch the Escape Pod and send the Deep Gate far away?	¿Significa eso que ahora puedes lanzar la Cápsula de Escape y la Puerta Profunda hacia los cielos?	31			
31	Q	I am checking all the systems. Give me a moment...	Estoy comprobando todos los sistemas. Dame un momento...	32			
32	Q	Bad news. They seem to have removed the Control Module from the main computer. Without it, I have no way to control the Escape Pods.	Malas noticias. Parece que han quitado el Módulo de Control del ordenador principal. Sin él, no tengo control sobre las Cápsulas de Escape.	33			
33	A	You probably think I understood a word of that. But I didn't.	Probablemente piensas que he entendido lo que has dicho. Pero te equivocas.	34			
34	Q	Oh well. See, there's this magic box called 'Control Module'. The intruders removed it from certain machine in the Command Bridge, and unless it is put in place again I can't launch the 'Gate' into the stars. Probably they keep it themselves.	Hmmm... A ver cómo te lo explico. Hay una caja llamada 'Módulo de Control', debes insertarla en una máquina para que pueda lanzar el Puente de Mando y la 'Puerta' a las estrellas. Probablemente lo tienen guardado.	35			
35	A	I see. So in the end I have to go there and get my hands dirty. What a surprising turn of events. Where do I put this magic box, again?	Ya veo. Así que al final tengo que ir y ensuciarme las manos. Que sorprendente giro de los acontecimientos. ¿Dónde tengo que poner la Caja Mágica?	36			
36	Q	In the computer at the Command Bridge, very close to the place where they opened the Wormhole.	En el ordenador del Puente de Mando, muy cerca del lugar donde abrieron el Agujero de Gusanos.	37		SetVariable#ark_lothasan,70	
37	A	Understood. But before I go, I'd like to ask some questions.	Entendido. Pero antes de irme me gustaría hacer unas preguntas.	50			
37	A	Alright. I might be back later if I need anything.	De acuerdo, quizá vuelva luego si necesito algo.	0			
40	A	Let me ask you something about this ship.	Déjame preguntar algo acerca de esta nave.	50			
40	A	Nothing else, I better leave.	Nada más, mejor me marcho.	0			
50	Q	If it is within my directives, I will try to answer.	Si lo permiten mis directivas, intentaré responderte.	51			
51	A	Tell me why the Ark came to this world.	Dime para qué vino el Arca a este mundo.	52	VariableLower#know_ark_mission,1		
51	A	Tell me what happened to this ship.	Dime qué le ocurrió a esta nave.	60	VariableLower#know_ark_crash,1		
51	A	Hmm... I'll better not ask anything right now.	Hmmm... Mejor no pregunto nada ahora mismo.	0			
51	A	Where does the Ark come from?	¿De dónde procede este Arca?	80			
51	A	Those steel spiders and wizards give me a lot of trouble. Can you do anything about them?	Esas arañas y magos de acero son un problema. ¿Puedes hacer algo?	75			
52	Q	Colonization, of course. The planet had been succesfully seeded 20,000 years before, and just as expected it had already developed into a primitive civilization, ready to receive the colonists. Unfortunately, things didn't go according to plan.	Colonización, por supuesto. El planeta había sido correctamente 'sembrado' 20,000 años antes, y tal y como esperábamos se había instaurado una civilización humana primitiva. Por desgracia, el plan se torció.	53			
53	A	Wait a minute... Seeding? Colonization? I don't understand.	Espera un momento... ¿'sembrado'? ¿'colonización'? No entiendo nada.	54			
54	Q	"I see. You have been raised in a primitive society; I'll try to explain. When Muud'ari find a world suitable to expand their Empire, they send an Eden Ship to it. This ship removes some lifeforms and creates others, including humans made in the image of Muud'ari."	Ya veo.Has sido creado en una sociedad primitiva, intentaré explicarlo mejor. Cuando los Muud'ari encuentran un mundo útil para expandir su Imperio, envían una Nave Edén al mismo. Esta nave elimina algunas formas de vida, y añade otras, como por ejemplo los humanos, hechos a semejanza de los Muud'ari. 	55			
55	A	That explains why humans and Muud'ari look alike. They are the same thing, then?	Eso explica por qué los Muud'ari y los humanos se parecen. Entonces ¿son lo mismo?	56			
56	Q	No, of course not. Humans are genetically designed to have a shorter lifespan, no telepathic abilities, and less intelligence than Muud. This ensures they can't become a threat, yet they populate the world as a perfect workforce by the time the Colonist Ship arrives.	No, por supuesto que no. Los humanos están diseñados genéticamente para tener vidas cortas, no tienen habilidades telepáticas y son menos inteligentes. Así se asegura que no se conviertan en un peligro, sino en buenos trabajadores y muy numerosos para cuando llega la Nave de Colonos.	57			
57	A	I see. And this was the Colonist Ship. Its crew would have become the masters of this world, above humans.	Ya veo. Y esta era la Nave de los Colonos, y su tripulación se hubiera convertido en los amos de este planeta, por encima de los humanos.	58			
58	Q	It certainly was the planned course of events. Unfortunately with the shipwreck the whole colonization plan failed.	Certamente ese era el plan. Pero desgraciadamente con el naufragio del Arca todo el plan fracasó.	40		"SetVariable#know_ark_mission,1;GainXP#2500"	
60	Q	As soon as we approached the planet, I felt a mysterious energy that caused many systems to malfunction. The more we approached, the more the ship was in danger of destruction. Admiral Lothasan had to make the choice of either return to Noutamet, or attempt to land.	Tan pronto como nos aproximamos al planeta, percibí una misteriora energía que hacía fallar los sistemas. Cuanto más nos acercábamos más aumentaba el riesgo de destrucción de la nave. El Almirante Lothasan tuvo que decidir si regresaba a Noutamet, o intentaba aterrizar.	61			
61	A	I think I know what his choice was.	Creo que sé qué escogió.	62			
62	Q	Returning would have been shameful and never forgotten. But above all he was a scientist, and he wanted to know more about the mysterious force. He decided to attempt the landing... which quickly proved to be a mistake. The strange force disabled most systems and the crash was imminent.	"Regresar hubiera sido una afrenta a su honor. Pero por encima de todo estaba su curiosidad como científico; quería estudiar esa fuerza misteriosa. Ordenó aterrizar... pero la extraña fuerza desactivó casi todos los sistemas y el impacto era inminente."	63			
63	A	And then?	¿Y entonces?	64			
64	Q	"The crew was forced to use escape pods. Unfortunately most of them also malfunctioned and crashed violently. Only a few landed into the large continent to the East; as the crash sent me into standby for over a millenia, I know nothing of their fate."	La tripulación usó Cápsulas de Escape, pero lamentablemente muchas también fallaron y se estrellaron. Unas pocas consiguieron aterrizar en el gran continente al Este, pero el impacto me desactivó así que desconozco su destino.	65		"SetVariable#know_ark_crash,1;GainXP#2500"	
65	A	I see. You didn't start on a good foot on this planet. What is that strange force, then?	Ya veo, no empezaste con buen pie en este planeta. ¿Qué es esa fuerza extraña, entonces?	66			
66	Q	I feel it everywhere, and it interferes with my own programming, but I still don't know. It is very powerful and dangerous, and the intruders seem to wield it as a tool or a weapon.	La siento en todas partes, e interfiere con mi propio funcionamiento, pero no la comprendo. Los intrusos la manejan, y la utilizan como herramienta o como arma.	67			
67	A	You are talking about Magic. It is indeed a very strong power in our world. 	Estás hablando de la Magia, y efectivamente es un gran poder en nuestro mundo.	68			INT#3
67	A	I see. Now please answer more questions.	Ya veo. Ahora por favor responde otras preguntas.	50			
67	A	Thanks for explaining this. Goodbye.	Gracias por enseñarme esto. Adiós.	0			
68	Q	Intriguing. I would like to know more.	Intrigante. Me gustaría saber más.	69			
69	A	I will show you all the magic items I carry and show you how they work. That should help you understand.	Te enseñaré los objetos mágicos que tengo y verás cómo funcionan. Con eso podrás comprender algo.	70			
69	A	Sorry but there's not much I can explain you. Now, about other questions...	Lo siento pero yo no puedo enseñarte mucho. Ahora, otras preguntas...	50			
70	Q	"[BLUE](The Oracle makes gestures and rays of light pass over your scrolls and gear)[]. Disturbing. Such a power contradicts many scientific theorems. But these teachings are useful to me; please in exchange accept this... [BLUE](Rays of light shine upon your eyes and make you see images and words, gaining the wisdom of years in mere seconds)[]"	[BLUE](El oráculo hace un gesto y rayos de luz pasan por tus pergaminos y objetos)[]. Perturbador, de acuerdo con varias leyes de la ciencia estos objetos no podrían existir. Pero estos conocimientos son útiles para mí. Por favor acepta esto. [BLUE](Un rayo de luz sobre tus ojos te hace ver imágenes rápidamente. En segundos, ganas la sabiduría de años.)[]	0		GainSkillPoint#	
75	Q	Normally I could, but it seems these intruders, primitive as they are, are extremely crafty. They have overridden some functions in the Main Computer, and now all the repair-bots and security droids are under their control. 	Normalmente podría, pero estos intrusos, aunque primitivos, son muy hábiles. Han tomado control del Ordenador Principal y todos los androides de seguridad y bots de mantenimiento están a sus ordenes. 	81			
80	Q	I can't share any information about Noutamet, sorry.	No puedo compartir información acerca de Noutamet, lo lamento.	81			
81	A	Alright, I have other questions.	De acuerdo, tengo otras preguntas.	50			
