index	type	text_english	text_ES	Go To	conditions	actions	requisites
20,cordelia	Q	[BLUE](You narrate your fights with wolves, goblins, orcs and other creatures. Cordelia asks the right questions, making it even more interesting. The audience seems to be entertained  for at least twenty minutes)[] That's some heroic tale, my friend. 	[BLUE](Narras tus batallas con lobos, goblins, orcos y otras criaturas. Cordelia ayuda, haciendo las preguntas adecuadas, para hacer la historia más interesante.)[] Heroicas aventuras, amigo mío.	21			
21,public1	Q	How adventurous! [BLUE](Applauds)[]	¡Que aventuras! [BLUE](Aplaude)[]	22			
22,public2	Q	So exciting! [BLUE](Applauds)[]	Ah... Yo también lo entiendo, no soy idiota. Es una mefa... meraf... eso... ¡es muy profundo!	70			
25,cordelia	Q	[BLUE](You begin narrating your epic adventure. Cordelia plays her princess role asking questions and showing fear, but as your tale build tension, you can see she is genuinely impressed by the details. The crowd is holding its breath)[] 	"[BLUE](Empiezas a contar tu aventura épica. Cordelia representa el papel de princesa perfectamente, mostrando miedo; pero a medida que aumenta la tensión en la historia, ves que realmente está impresionada. El público contiene la respiración)[] "	26			
26	A	And then... [BLUE](Narrate the final battle)[]	Y entonces... [BLUE](Narrar la lucha final)[]	21			
26	A	[BLUE](Look intently into Cordelia's eyes, then hold her girth)[] But I had to survive to return to you, princess... And this is how I did it [BLUE](build more tension, then narrate the final battle)[]	[BLUE](Mirar a Cordelia fíjamente a los ojos mientras sujetas su cintura)[] Pero tenía que sobrevivir para volver a tí, princesa. Y así es como ocurrió... [BLUE](Crear más tensión, y narrar la lucha final)[]	27			PER#4
27	Q	[BLUE](You talk about details that no mere writer could know about. You describe the monsters' scent. The pain of your wounds. The claustrophobia. The final roar of victory coming out of your throat. Then Cordelia kisses you, and a deafening applause erupts from the crowd)[]	[BLUE](Cuentas detalles que ningún simple escritor conocería. El olor de los monstruos. El dolor de tus heridas. La claustrofobia. El rugido final de victoria, saliendo de tu garganta! Entonces Cordelia te besa, y un ensordecedor aplauso os rodea)[]	30			
30,public1	Q	The best tale I ever heard! [BLUE](Applauds)[]	¡La mejor historia que he oido! [BLUE](Aplaude)[]	31			
31,public2	Q	Exceptional! [BLUE](Applauds)[]	¡Excepcional!  [BLUE](Aplaude)[]	75			
35,cordelia	Q	[BLUE](She shakes her head at you, but it is too late, the crowd stands up, angry)[] Uh oh...	[BLUE](Te dice que no con la cabeza, pero es demasiado tarde. El público se pone en pie, enfadado)[] Uh oh...	50			
40,cordelia	Q	[BLUE](The audience looks confused, and the girl raises an eyebrow)[] Um... I guess... I welcome you to my castle... Pineapple Man?	[BLUE](El público parece confuso, y la chica enarca una ceja)[] Um... La verdad no esperaba tu visita, pero eres bienvenido a mi castillo... Hombre Piña?	41			
41	A	A castle, a house! I am also one of those! A Sponge lives inside me, at the bottom of the sea!	¡Un castillo, una casa! También soy eso, ven y pasa! ¡En el fondo del mar vivo, y dentro de mi, una esponja es mi amigo!	42			
42,public1	Q	In the name of The Three... What is this?!	En el Nombre de Los Tres... ¡¿Qué es esto?!	43			
43,cordelia	Q	[BLUE](She looks at you, confused, angry and amused at the same time, if that's possible. She whispers at you)[] Pssst... Are you crazy!? People will get mad!	[BLUE](Te mira atónita, a la vez confusa, enfadada y divertida, si eso es posible. Te habla en un susurro)[] Pssst... ¿estás mal de la cabeza? La gente se va a enfadar.	44			
44	A	Actually, it was a mistake. I am someone else! I am... Um... 	En realidad me he equivocado. ¡No soy el Hombre Piña! Soy... Um... 	60			
44	A	[BLUE](Blurt out the first random words that come to your mind)[]	[BLUE](Soltar las primeras palabras que te vengan a la mente)[]	60			
44	A	[BLUE](Blurt out some random words, but connect them in imitation of some famous poems and tales)[]	[BLUE](Soltar tonterías al azar, pero que recuerden a obras e historias famosas)[]	45		SetVariable#TMP_play_result,1	INT#2
45,public1	Q	Wait, I think I get it now. Such a deep metaphor of life!	Espera, creo que ya lo entiendo. ¡Que metáfora más profunda de la vida!	46			
46,public2	Q	Oh... Of course I get it too. I am not stupid. It is a very meta... mephat... um... very deep!	Ah... Yo también lo entiendo, no soy idiota. Es una mefa... meraf... eso... ¡es muy profundo!	70			
50,polonius	Q	Outrageous! We came to see the famous Laertes play Sir Rudolph, and instead we get an hour of monologue, and then some unknown vagabond!	¡Vergonzoso! Vinimos a ver al gran Laertes representar el papel de Sir Rudolph, y en vez de eso tenemos ¡una hora de monólogo, y un vagabundo desconocido!	60			
55,public1	Q	Boooo! Booo! I want my money back!	Booo! Booo! Quiero mi dinero!	56			
56,polonius	Q	Your charade is over! You Islanders think you can always get away with lies, but not this time.	¡La farsa ha terminado! Los isleños pensáis que podéis salir de cualquier apuro mintiendo, pero esta vez no.	57			
57,cordelia	Q	[BLUE](With great aplomb and dignity, the girl bows down to the audience)[] We regret to announce that, due to unexpected circumstances, we have to postpone the representation.	[BLUE](La chica, con gran aplomo y serenidad, hace una reverencia al público)[] Lamentamos tener que anunciar que, debido a circunstancias inesperadas, la representación se pospone a otro día.	58			
58,public2	Q	Scoundrels! Boo![BLUE](The public leaves)[]	¡Sinverguenzas! ¡Boo![BLUE](el público se marcha)[]	0		"NPCDespawn#public1;NPCDespawn#public2;NPCDespawn#public"	
60,public1	Q	Boooo! Booo! I want my money back!	Booo! Booo! Quiero mi dinero!	61			
61,polonius	Q	Your charade is over! You Islanders think you can always get away with lies, but not this time.	¡La farsa ha terminado! Los isleños pensáis que podéis salir de cualquier apuro mintiendo, pero esta vez no.	62			
62,cordelia	Q	[BLUE](With great aplomb and dignity, the girl bows down to the audience)[] We regret to announce that, due to unexpected circumstances, we have to postpone the representation.	[BLUE](La chica, con gran aplomo y serenidad, hace una reverencia al público)[] Lamentamos tener que anunciar que, debido a circunstancias inesperadas, la representación se pospone a otro día.	63			
63,public2	Q	Scoundrels! Boo![BLUE](The public leaves)[]	¡Sinverguenzas! ¡Boo![BLUE](el público se marcha)[]	0		"NPCDespawn#public1;NPCDespawn#public2;NPCDespawn#public;SetVariable#play_result,1;DecVariable#REP_town_new_anthur,2"	
70,polonius	Q	What are you saying, fools! [BLUE](the man protests, but the rest of the crowd is nodding in approval and clapping, and ignores him)[]	¿Qué decís, ignorantes? [BLUE](el hombre protesta, pero el resto del público está aplaudiendo a rabiar y le ignora)[]	71			
71,cordelia	Q	[BLUE](With a smile on her lips, the girl bows down to the clapping audience)[] Here concludes the prelude to 'Sir Rudolph and the Manticore'. You will be able to see the actual play very soon, with the great Laertes as protagonist. Thanks!	[BLUE](La chica, sonriente, hace una reverencia al público)[] Y tras este 'preludio', podrán ver la obra 'Sir Rudolph y la Mantícore en pocos días, con el gran Laertes como protagonista. ¡Gracias!	72			
72,public2	Q	Bravo![BLUE](The public leaves, satisfied)[]	¡Bravo![BLUE](el público se marcha, satisfecho)[]	0		"NPCDespawn#public1;NPCDespawn#public2;NPCDespawn#public;NPCDespawn#polonius;SetVariable#play_result,2;GainXP#300;IncVariable#REP_town_new_anthur,2"	
75,polonius	Q	What are you saying, fools! [BLUE](the man protests, but the rest of the crowd is nodding in approval and clapping, and ignores him)[]	¿Qué decís, ignorantes? [BLUE](el hombre protesta, pero el resto del público está aplaudiendo a rabiar y le ignora)[]	76			
76,cordelia	Q	[BLUE](With a smile on her lips, the girl bows down to the clapping audience)[] Here concludes the prelude to 'Sir Rudolph and the Manticore'. You will be able to see the actual play very soon, with the great Laertes as protagonist. Thanks!	[BLUE](La chica, sonriente, hace una reverencia al público)[] Y tras este 'preludio', podrán ver la obra 'Sir Rudolph y la Mantícore en pocos días, con el gran Laertes como protagonista. ¡Gracias!	77			
77,public2	Q	Bravo![BLUE](The public leaves, satisfied)[]	¡Bravo![BLUE](el público se marcha, satisfecho)[]	0		"NPCDespawn#public1;NPCDespawn#public2;NPCDespawn#public;SetVariable#play_result,3;NPCDespawn#polonius;GainXP#500;SetVariable#stage_hero,1;IncVariable#REP_town_new_anthur,4"	
