index	type	text	text_ES	Go To	conditions	actions	requisites
5	Q	Good, good. Yes, this is a good place to carry out duty, as many come to us in search of aid. You might be exactly what I was looking for right now. All of our members are busy or recovering, and something serious happened.	Bien, bien. Este es un buen lugar para eso, porque muchos vienen a pedirnos ayuda. Puede que seas justo lo que necesitaba, alguien capaz de luchar. La mayoría de nuestros miembros están ocupados, y ha surgido un problema que requiere ser atendido.	4			
6	Q	[BLUE](She seems a bit startled at your reply, probably used to being obeyed and feared most of the time. But she smiles.)[] Indeed. You speak like a commander, rather than a mere footman. But remember, too much thinking can paralyze you. This is the Warriors' Guild, and when in doubt, we act. And at this very moment, we need a man of action for certain task. Interested?	"[BLUE](Parece sorprendida por tu respuesta, acostumbrada a ser obedecida y temida todo el tiempo. Pero sonríe)[]Es cierto. Hablas más como un comandante que como un mero soldado; pero recuerda, pensar demasiado puede paralizarte, también hay que actuar. Ahora mismo necesitamos a un hombre de acción para cierto trabajo, estás interesado?"	4			
7	Q	The Imperial Road runs east from New Garand, towards Port Malan and New Anthur. But in the recent weeks, many travellers have been murdered, assaulted by a pack of monsters. The King sent out a patrol, and they found out it was no other than a band of [BLUE]minotaur[] raiders. However the patrol was defeated, unable to confront those deadly monsters.	La Carretera Imperial discurre hacia el Este desde New Garand, camino de Port Malan y New Anthur. Pero en las últimas semanas, viajeros han sido asaltados y asesinados. El Rey envió una patrulla, que finalmente descubrió que se trata de un grupo de [BLUE]minotauros[]. Pero fueron derrotados, incapaces de luchar con semejantes monstruos.	8			
8	A	Minotaurs?! I thought those beasts lived up in the north.	¿¡Minotauros?! Creía que esas bestias sólo vivían en el norte.	9			
9	Q	It's not so rare. They sometimes travel south, seeking to raid richer lands. But beware, with these ones, there seems to be a spellcaster of some sort. Can you take care of this problem?	No es tan raro, a veces viajan al sur para saquear tierras más ricas. Pero cuidado, en este grupo parece que hay algún tipo de lanzador de conjuros.	10			
10	A	That sounds a tad too dangerous for my abilities, to be honest. But if I find them, I will see what I can do.	Para ser sincero, eso sunea un poco por encima de mi capacidad. Pero si los encuentro, quizá lo intente.	0		SetVariable#bullfighting,10	
10	A	Deal. I'll find those beasts and take care of them.	Trato hecho, encontraré a esas bestias y me encargaré de ellas.	11		SetVariable#bullfighting,10	
11	Q	I didn't expect less. Once you do, report back to me. For such a duty, you may be allowed to join the Guild, if you wish so.	"No esperaba menos. Cuando lo hagas, infórmame; por un trabajo así, puedes ser admitido en el Gremio si así lo deseas."	0			
50	A	Can I now become a member of the Warriors' Guild?	¿Puedo convertirme en un miembro del Gremio de Guerreros?	51			
51	Q	I am afraid you are already loyal to another guild. A Loyalty Oath can only be taken once, in a lifetime.	Me temo que ya eres leal a otro gremio. Un juramento de Lealtad sólo puede hacerse una vez en la vida.	0	PlayerHasGuild#		
51	Q	Only if you take the magical [BLUE]Loyalty Oath[]. Be aware once you take it, it will stay forever. [RED]You won't be able to join any other guild[]. If you prefer to simply remain our friend, that's fine. Don't take the oath, and come here to train or deal. Maybe I can even offer some jobs in the future.	Sólo si pronuncias el [BLUE]Juramento mágico de Lealtad[]. Recuerda que si lo haces, es para siempre, y [RED]no podrás unirte a ningún otro gremio[]. Si prefieres ser simplemente amigo, no hay problema: no tomes el juramento, y ven cuando quieras a entrenar o negociar. Puede que tenga misiones mara tí en el futuro.	52			
52	A	What do I get if I take the oath and become a member? And what will be my duties?	¿Qué obtengo si me convierto en miembro del gremio? ¿tendré obligaciones?	53			
53	Q	You must remain honorable and in good standing with the law in all four Kingdoms. We will offer you contracts, and if you wish, I will provide special training. There's other guildhouses in which you will be also received as here, with full access. 	Debes mantener una conducta honorable y respetar la ley de los cuatro Reinos. Yo podría entrenarte en habilidades avanzadas, y más adelante, contratos y otros asuntos. Y lo mismo en otras fortalezas del Gremio a las que viajes.	54			
54	A	Very well. [BLUE](Take the Oath and become a member of the Warrior's Guild)[] [RED](NOTE: This decision has no way back!)[]	Muy bien. [BLUE](Tomar el Juramento y convertirse en miembro del Gremio de Guerreros)[]  [RED](NOTA: ¡Esta decisión no tiene vuelta atrás!)[]	55		"SetVariable#guild_warriors,1;IncVariable#REP_warriorsguild,10;ItemHide#grate2;ItemWalkable#grate2"	
54	A	I'll have to think about it.	Tendré que pensarlo.	0			
55	Q	We always need strong and capable fighters, I am glad to have you among us. May you fight with honor until the very end, and share with your brothers and sisters your tales of bravery.	Siempre necesitamos luchadores fuertes y capaces, me alegro de tenerte con nosotros. Espero que luches con honor hasta el final, y que compartas tus hazañas con tus nuevos hermanos y hermanas en armas.	0			
56	A	I am not a member yet? Even after helping you out with the smugglers?	¿Aun no soy un miembro, verdad? ¿incluso después de ayudaros con los contrabandistas?	51			
60	A	Can you train me, Sergeant?	¿Puedes entrenarme, Sargento?	61			
60	A	Are there any contracts available?	¿Hay algún trabajo disponible?	63			
61	Q	If you are honorable enough, I can teach you the discipline of [BLUE]Duel[]. Or we can forget about subtleties and I can teach you the [BLUE]HeavyHand[] technique.	Si tienes el suficiente honor, te puedo enseñar las técnicas de [BLUE]Duelo[]. O podemos dejarnos de sutilezas, y enseñarte la habilidad [BLUE]Mano Pesada[].	62			
62	A	Tell me more about Duel.	Dime más acerca de Duelo.	0		TrainSkill#duel	
62	A	Tell me more about Heavyhand.	Dime más acerca de Mano Pesada.	0		TrainSkill#heavyhand	
62	A	Maybe another time.	Quizá en otro momento.	0			
63	Q	Not at the moment, but I am sure we'll get our hands dirty soon.	Ahora mismo no, mero estoy segura de que pronto nos tendremos que ensuciar las manos.	0			
