index	type	text	text_ES	Go To	conditions	actions	requisites
8	A	I will think about all this.	Pensaré en ello.	0			
10	A	You said 'usually'. Can you make an exception?	Has dicho 'normalmente'. ¿Podrías hacer una excepción?	11			
10	A	Understood.	Entiendo.	0			
11	Q	I could, if you finished the job I assigned you. Help my guild brothers and sisters in the Iross Highlands outpost.	Podría, si haces el trabajo que ya te he encargado. Ayuda a mis hermanos del gremio en el campamento de las Tierras Altas de Iross.	0	VariableGreater#outpost_defense,9		
11	Q	I am afraid I need to focus my training capabilities on those rookies at the pit. Even if I doubt they'll be ready to be sent as reinforcements... They're too green.	Me temo que debo concentrar mi capacidad de entrenar en esos novatos que ves en la arena. Aunque no creo que vayan a estar preparados para enviarlos como refuerzos... Son demasiado novatos.	12			
12	A	Reinforcements? Maybe I could help you.	¿Refuerzos? A lo mejor yo te podría ayudar.	20			
20	Q	Thanks for your offer, but you're not much more experienced than the men I have here. Maybe when you are more of a veteran. [RED](You need to be level 13 for this quest)[]	Gracias por tu oferta pero no tienes mucha más experiencia que los hombres que hay aquí. Quizá cuando seas un poco más veterano. [RED](Necesitas alcanzar el nivel 13 para esta misión)[]	0	"VariableLower#outpost_defense,10;PlayerIsntLevel#13"		
20	Q	"The Ilmaran Crown wants the northwest to be safe for trade, and as a first step they asked our Guild to hold a small outpost at the Iross Highlands. However, Sergeant Xerla reports the monsters in the area are very tough; she asks for urgent reinforcements, claiming they're about to be attacked in force."	La Corona de Ilmara quiere que el noroeste sea seguro, y el primer paso ha sido contratar al Gremio para que defendamos un pequeño campamento en las Tierras Altas de Iross. Pero la Sargento Xerla me está pidiendo refuerzos urgentes, asegura que los monstruos son muy duros y planean un ataque masivo.	21	"VariableLower#outpost_defense,10;PlayerIsLevel#13"		
20	Q	Nothing at the time, sorry. Contracts are scarce around here, try Freetown.	Ahora mismo nada, lo siento. Los contratos son escasos por aquí, pregunta en Freetown.	0	VariableGreater#outpost_defense,99		
20	Q	You mean besides the job I already gave you? Go to that outpost in Iross Highlands and help them out.	¿Quieres decir, aparte del trabajo que ya te he encargado? Ve a ese campamento en las Tierras Altas de Iross y ayúdales.	0			
21	A	Unfortunately, I can't afford to travel to the northwest now.	Por desgracia, ahora no puedo viajar hacia el noroeste.	0			
21	A	I think I can go and help the soldiers with the defense. What else do you know about the area?	Creo que puedo ir y ayudar a los soldados con la defensa. ¿Qué más abes de la zona?	22			
22	Q	I admit I don't know much, but the Highlands have a grim reputation. It is north of the town of Fögas, and too many venturing there never return. The locals always insist in never travelling the area at night.	Admito que no mucho, pero las Tierras Altas son una región al norte de Fögas que todos temen. Los lugareños recomiendan no viajar nunca por allí de noche.	0		"SetVariable#outpost_defense,10;SetVariable#D12_dead,0"	
30	A	Alright, alright. I'm on my way there.	De acuerdo, de acuerdo, ya me marcho.	0			
30	A	The soldiers at the outpost are not properly equipped to fight werewolves. I returned to get silver longswords for them, but they're expensive.	Los soldados del campamento no están bien equipados para luchar con hombres-lobo. He vuelto para conseguir espadas largas de plata para ellos, pero son muy caras.	31	"VariableEqual#outpost_defense,30;VariableLower#morg_sword,1"		
31	Q	Is there any truth to that legend about silver being the bane of werewolves? I doubt it. In any case, we have a silver sword around here... too light and brittle to be any good, but if you think they're useful, you can have it for 300 gold. If you need another two, you'll have to buy them somewhere.	¿Es cierta esa leyenda de que la plata daña a los hombres-lobo? Yo lo dudo, pero tenemos por aquí una espada de plata. Creo que es demasiado ligera para ser buen arma pero si crées que puede ayudar, puedes llevártela por 300 monedas. Si necesitas otras dos, tendrás que comprarlas en algún sitio.	32			
32	A	I'll think about it.	Lo pensaré.	0			
32	A	I'll take it, here is the money.	Me la quedo, aquí está el dinero.	0	PlayerHasGold#300	"LoseGold#300;GainItem#703;SetVariable#morg_sword,1"	
32	A	This might save the lives of the Guild Brothers. Do I really need to pay?	Esto puede salvar la vida de Hermanos del Gremio. ¿En serio tengo que pagar?	33		"GainItem#703;SetVariable#morg_sword,1"	PER#2
33	Q	You are right... You can have it, let's hope it works and good luck locating the other two.	Tienes razón... Puedes quedártela, espero que funcione y buena suerte para buscar otras dos. 	0			
