index	type	text	text_ES	Go To	conditions	actions	
42	A	However, the Forsaken are able to travel there when they need to. There must be ways to overcome the dangers, and I'll find them. The first step will be moving to Friguld, maybe I can find a ship that'll take me south.	Sin embargo los Olvidados viajan allí cuando lo necesitan. Debe haber formas de evitar los peligros, y yo las encontraré. El primer paso es ir a Friguld, quizá pueda encontrar un barco que me lleve allí.	44	VariableLower#know_wayark,1		INT#2
43	Q	"Don't give up, young one; there is always a way. If the Forsaken can travel there, so can you. "	No te rindas, joven. Siempre hay un camino. Si los Olvidados pueden llegar allí, tú también.	45			
44	Q	You might not be entirely braindead after all. Well said, now go and stop them, whatever the cost is. 	Puede que no seas tonto del todo, al fin y al cabo. Bien dicho, ahora ve a detenerles, cueste lo que cueste.	45		"GainXP#800;SetVariable#know_wayark,1"	
45	Q	My duty is done, and I'll leave this world for good. If you succeed, humanity is going to set itself free of the dark past, a past Tremadan was part of. It's better to forget and simply look forward. 	Mi deber ha concluido, y debo abandonar este mundo. Si tienes éxito la humanidad se librará de un oscuro pasado, un pasado del que Tremadan era parte. Es mejor olvidar y mirar adelante.	46			
46	A	Wait a minute... Are you leaving forever? I still have questions for you.	Espera un minuto... ¿Te marchas para siempre? Aun tengo preguntas.	47	VariableLower#know_mqtruth,1		
46	A	I will take care of this.	Yo me encargaré de todo.	0			
47	Q	I was summoned by Tremadan to do a very specific task, and that task is done. You know all you need to know to fulfill your quest.	Fui convocado por Tremadan para una tarea concreta, y ya la he realizado. Ya sabes todo lo necesario para completar tu misión.	48			
48	A	I think you are hiding things from me.	Creo que me ocultas cosas.	49			
49	Q	Yes, for your own good. And now it's time for you to go.	Sí, por tu propio bien. Y ahora es hora de que te marches.	50			
50	A	Someone has told me that you lied to me about the Deep Gate ritual. Something is amiss here, and I'm not going to do anything until you tell me the truth.	Alguien me ha contado que me has mentido acerca del ritual de la Puerta Profunda. Algo anda mal aquí, y no voy a hacer nada hasta que me digas la verdad.	51	VariableEqual#know_tremadan_lie1,1		
50	A	Grrr... Fine. I'll have to find out by myself.	Grrrr... Vale. Lo averiguaré yo mismo.	0			
50	A	You will not provide answers? Very well, maybe the Magister can provide them instead. I'll try to talk to him.	¿No me darás respuestas? Muy bien, entonces el Maestro de los Olvidados quizá lo haga. Intentaré hablar con él.	51			PER#6
50	A	The story you told me has too many holes. Obviously There is some connection between Tremadan and the Gates. I am not sure I should do your bidding, if the information I have is false.	No me fio de tu historia. Hay alguna conexión entre Tremadan y la Puerta, y si no me dices cuál, creo que no debo seguir adelante.	51			INT#5
51	Q	I see. [BLUE](The phantasmal image suddenly looks weary)[]. It is true that the Deep Gate ritual needs Tremadan's blood as an ingredient like I said... but not because he was an Archmage, but because he, Tremadan... I... I created the Deep Gate ritual two centuries ago. Foolishly I did, for I brought ruin upon this world.	Ya veo. [BLUE](La imagen fantasmal de pronto parece cansada)[]. Es verdad que el Ritual de la Puerta Profunda requiere como ingrediente la sangre de Tremadan... pero no porque era un Archimago, sino porque Tremadan... Yo... yo creé el Ritual de la Puerta Profunda, fui un estúpido. Yo traje la ruina a este mundo.	52		"GainXP#3000;SetVariable#know_mqtruth,1"	
52	A	What? Why would you do that? ... Oh, wait... Don't you tell me... 	¿Qué? ¿Por qué harías eso? ... Espera... No me digas que... 	53			
53	Q	Yes. Deep down you always knew the truth, didn't you? Your mind can't be controlled, and you are stronger, faster, more intelligent than humans. I wish you had never found out, but since you did you might as well know it all. Your grandfather was the leader of the Deep Lords, the sorcerers that opened the Gates.	Si. En el fondo siempre lo has sabido, ¿verdad? Tu mente no puede ser controlada, y eres más rápido, fuerte e inteligente que los humanos. Desearía que no lo hubieras sabido, pero si así debe ser, mejor que sepas todo. Tu abuelo fue el líder de los Señores de la Profundidad, los hechiceros que abrieron las Puertas.	54			
54	A	This is too much. Why have you been lying to me? Was Tremadan an evil monster? Is this part of his scheme?	Esto es demasiado. ¿Por qué me has estado mintiendo? ¿Era Tremadan un malvado? Es todo esto parte de su plan?	55			
55	Q	"No, everything I said is true. The days before the Deep Gates would be opened, he began suspecting something terrible could come out of the Gate, threatening humanity. He warned the other Deep Lords, but all they cared about was reaching Noutamet and achieving immortality; they didn't hesitate and opened their gates through the Empire, bringing the apocalypse. But Tremadan couldn't: he destroyed his Gate instead."	"No, lo que dije es verdad. Los días antes de que se abrieran las Puertas Profundas Tremadán comenzó a sospechar que algo terrible podría entrar en este mundo a través de ellas. Pero los otros Señores de la Profundidad sólo pensaban en Noutamet y convertirse en inmortales; no dudaron en abrir sus Puertas a lo largo del imperio trayendo el apocalipsis. Tremadan no pudo, y decidió destruir su Puerta."	56			
56	Q	That's why the Isle of Varannar was saved, but the Muud'ari that remained here vowed to hunt down the traitor and obtain his blood to open a Deep Gate again. Thus the Order of the Forsaken was born. Tremadan's assistant had the knowledge to complete the ritual, and became the Magister of the order.	"Así se salvó la Isla de Varannar, pero los Muud'ari que quedaron juraron perseguir al traidor y usar su sangre para abrir de nuevo una Puerta Profunda; se convirtieron en Los Olvidados. El ayudante de Tremadan sabía como hacer el ritual, y se convirtió en Maestro de la orden."	57			
57	A	If he repented, I don't see the reason to hide this tale from me and from Amarisa.	Si realmente se arrepintió no veo la razón para ocultarme esto a mí, ni a Amarisa.	58			
58	Q	The knowledge of what you are doesn't change anything about your quest, true, but... 	El conocimiento de qué eres no cambia nada de tu misión, es cierto, pero...	59			
59	A	... But now I know that instead of confronting the Forsaken, I could join them and cross the Deep Gate to Noutamet, becoming immortal.	... Pero ahora sé que en lugar de acabar con los Olvidados, puedo unirme a ellos y cruzar la Puerta Profunda hacia Noutamet, y convertirme en inmortal.	60			
60	Q	I hope you will not make that mistake. Even if you didn't care about the world around you, there is no knowledge about why our ancestors came here. Maybe they were escaping a dying world... And there's no telling how you would be received by your bethren.	"Espero que no cometas ese grave error. Incluso si el mundo que te rodea no te importara, no sabemos por qué vinieron a este mundo nuestros antepasados; quizá escapaban de un mundo que moría. Y el recibimiento por parte de tus 'parientes' podría no ser una cálida bienvenida..."	61			
61	A	Yet the Deep Lords, wise as they were, were ready to take the risks.	Aun así los Señores de la Profundidad, sabios como eran, estaban decididos a correr el riesgo.	62			
62	Q	We were nothing but fools. This is your world, the one where we all were born, loved, suffered, aged. Forget Noutamet, don't let that foolish dream of immortality poison your mind, like it once poisoned mine.	Fuimos unos estúpidos. Este es nuestro mundo, en el que hemos nacido, amado, sufrido, envejecido. Olvida Noutamet y el sueño infantil de la inmortalidad. No dejes que esa fantasía envenene tu mente, como una vez envenenó la mía.	0			
