index	type	text	text_ES	Go To	conditions	actions	
5	Q	"[BLUE](She nods)[] Well said. We are stronger and we outnumber them, but their fort can't be taken without a heavy loss to my people, and the deer migrations are about to begin; I can't keep all my hunters besieging that encampment forever. But you can challenge their Clan-Leader to a fight to the death, can't you? I have crossed blades with him and he seemed worthy."	"[BLUE](Ella asiente)[] Bien dicho. Somos más fuertes y numerosos, pero su fuerte no es fácil de tomar, y las migraciones de ciervos están a punto de comenzar; no puedo mantener a todos mis cazadores asediando ese campamento. Pero puedes desafiar a su líder de clan a una lucha a muerte, ¿no es así? He cruzado espadas con él y parecía digno."	6			
6	A	I am afraid the Mercians don't work like that. They are not a clan, and their leader is a veteran soldier and not bound by traditions. He wouldn't accept a challenge to single-combat me, he has no reason to.	Me temo que los mercios no funcionan así. No son un clan, y su líder es un soldado veterano y no está sujeto a tradiciones. No aceptaría un desafío en combate, no tiene ninguna razón para hacerlo.	7			
7	Q	I see. If they are honorless, then you can just attack their leader and he will be forced to defend himself or perish.	Ya veo. Si no tienen honor, entonces puedes simplemente atacar a su líder y él se verá obligado a defenderse o morir.	8			
8	A	Are you asking me to take the whole fort by myself?	¿Me estás pidiendo que ataque a toda la guarnición yo solo?	9			
9	Q	Of course not. As soon as the fighting begins inside, my warriors will storm their gate. The plan can't fail. Now go, friend of the Free People, and help us remove this threat from our land!	Por supuesto que no. Cuando comience la lucha, mis guerreros asaltarán su puerta. El plan no puede fallar. ¡Ahora vete, amigo del Pueblo Libre, y ayúdanos a eliminar esta amenaza de nuestra tierra!	0		SetVariable#last_legion,70	
20	Q	How can we know they really mean to leave, and not just join other armies and then come back stronger?	¿Cómo podemos saber que realmente tienen la intención de irse, y no simplemente unirse a otros ejércitos y luego regresar más fuertes?	21			
21	A	Their only advantage is the fortification, and they are willing to abandon it. You have beaten them, Hunting Moon. Can't you just accept their surrender and let them go?	Su única ventaja es la fortificación y están dispuestos a abandonarla. Los has vencido, Luna Cazadora. ¿No puedes simplemente aceptar su rendición y dejarlos ir?	22			
21	A	You are right, we can't be sure. It is better to destroy them.	Tienes razón, no podemos estar seguros. Es mejor destruirlos.	5			
22	Q	If they truly surrender, our traditions dictate we must spare their lives in exchange of a tribute.	Si realmente se rinden, nuestras tradiciones dictan que debemos perdonarles la vida a cambio de un tributo.	23			
23	A	What kind of tribute?	¿Qué tipo de tributo?	24			
24	Q	Winter is coming, a hundred wolf pelts will be appropriate and shield our elderly from the cold blizzards. No need for them to be perfect pelts.	Se acerca el invierno, cien pieles de lobo serán apropiadas y protegerán a nuestros ancianos de las frías ventiscas. No es necesario que sean pieles perfectas.	25			
25	A	A hundred?!? That's probably impossible. Can't you accept let's say... forty?	¿¡¿Un centenar?!? Probablemente eso sea imposible. ¿No puedes aceptar digamos... cuarenta?	26			
26	Q	I am no road trader haggling down my prices, Impiri: I am the Guardian of my Ancestral Land, demanding a fair tribute. It's either [BLUE]100 Damaged Wolf Pelts[], or a battle [BLUE](The coldness in her voice makes clear she would prefer the latter)[]	No soy un comerciante que regatea precios, Impiri: soy el Guardián de mi Tierra Ancestral, exigiendo un tributo. O entregan [BLUE]100 pieles de lobo dañadas [], o habrá una batalla [BLUE](La frialdad en su voz deja en claro que preferiría lo segundo)[]	27			
27	A	No, just... No. I'll just kill you here and now.	No, sencillamente ... No. Mejor matarte a tí, aquí y ahora.	100			
27	A	It will be done as you say. I'll be back with the tribute.	Se hará como dices. Volveré con el tributo.	0		SetVariable#last_legion,40	
30	Q	If anyone else proposed that I'd just laugh, but you have proven more than once that you care for my people, and at the same time know the Impiri customs more than we do. Only for this reason I will listen to you. Go on and explain.	Si otro me propusiera eso me reiría, pero tú has demostrado más de una vez que te preocupas por mi gente y, al mismo tiempo, conoces las costumbres Impiri mejor que nosotros. Solo por eso te escucharé. Continua y explica lo que propones.	31	VariableGreater#REP_varannari,24		
30	Q	No doubt this must be Impiri humor... Just go and have some fresh air and maybe we can discuss this another time, more seriously. [BLUE](You need to have a reputation of 25, 'Trusted' or better with Varannari)[]	"Sin duda esto debe ser humor de Impiri ... Ve a tomar un poco de aire fresco y tal vez podamos discutir esto en otro momento, más en serio. [BLUE](Debes tener una reputación de 25, ""Confiado"" o mejor con los Varannari)[]"	0			
31	A	The Mercians have become outcasts, they have no life to return to. If you allowed them to stay in their fort, I am sure they can provide great help to your people.	Los mercios se han convertido en proscritos, no tienen una vida a la que regresar. Si les permites quedarse en su fuerte, estoy seguro de que pueden ser de gran ayuda a tu pueblo.	32			
32	Q	Help? What kind of help can those dogs offer us?	¿Ayuda? ¿Qué tipo de ayuda nos pueden ofrecer esos perros?	33			
33	A	They know how to forge, how to build tools and houses of stone. And if they become your allies, they know better than anyone how to fight the Legions. They would trade all this for you in exchange of some food and safety, I am sure. 	Saben forjar, construir herramientas y casas de piedra. Y si se convierten en tus aliados, sabrán mejor que nadie cómo luchar contra las Legiones. Darían todo esto a cambio de algo de comida y seguridad, estoy seguro. 	34			
34	Q	I know your intentions are good, friend. But we could never trust them. There is no way we can be certain that they... [BLUE](The woman suddenly smiles)[]. You changed my mind, I will accept their alliance to us, as long as they accept two conditions.	Sé que tus intenciones son buenas, amigo. Pero no podemos confiar en ellos. No hay forma de que podamos estar seguros de que ellos ... [BLUE](La mujer sonríe de repente)[]. Pensándolo bien aceptaré su alianza con nosotros, siempre que cumplan dos condiciones.	35			
35	A	I am sure they will accept anything you ask. What is it?	Estoy seguro de que aceptarán tus exigencias. ¿Cuáles son?	36			
36	Q	Those who prefer to leave can do so, leaving their weapons behind. Those who choose to remain will swear allegiance to our Council of Elders. They will become a Clan and live under the Law of the Forest... And they will work hard for the community, just as my people does.	Aquellos que prefieran irse pueden hacerlo, dejando atrás sus armas. Aquellos que decidan quedarse jurarán lealtad a nuestro Consejo de Ancianos. Se convertirán en un Clan y vivirán bajo la Ley del Bosque... Y tendrán que trabajar duro por los demás, como hace mi pueblo.	37			
37	A	That sounds reasonable, and it's better to get rid of the unwilling troublemakers anyways. Is that all?	Eso suena razonable, y es mejor deshacerse de los alborotadores involuntarios de todos modos. ¿Eso es todo?	38			
38	Q	I had a chance to battle their leader. He jumped in front of me so his men could escape. [BLUE](She smiles)[] The fool! I still don't know how he survived my blows long enough to protect his people, but he is a worthy Clan Leader. It is decided: I will take him as my husband, I am sure he'll be capable of protecting my future children just as bravely.	Tuve la oportunidad de luchar contra su líder. Se puso frente a mí para que sus hombres pudieran escapar. [BLUE](Sonríe)[] ¡Qué tonto! Todavía no sé cómo sobrevivió a mis golpes el tiempo suficiente para proteger a su gente, pero es un digno Líder del Clan. Está decidido: lo tomaré como mi esposo, estoy seguro de que será capaz de proteger a mis futuros hijos con la misma valentía.	39			
39	Q	"He'll of course move to my tent, attending all my needs and those of our future children; I will provide for him and watch him. If his kinsmen break the alliance or betray our trust, he'll be held responsible, and I will carry out any punishment."	"Por supuesto, se trasladará a mi tienda, atendiendo todas mis necesidades y las de nuestros futuros hijos; Yo lo mantendré y lo cuidaré. Si sus hombres rompen la alianza o traicionan nuestra confianza, él será responsable y yo llevaré a cabo cualquier castigo."	40			
40	A	With due respect, Hunting Moon... We Impiri don't see marriage that way. This is a request that he will decline!	Con el debido respeto, Luna Cazadora... Nosotros, los Impiri, no vemos el matrimonio de esa manera. ¡Esta es una petición que rechazará!	41			
41	Q	In that case I'll just annihilate them. [BLUE](She shrugs)[]. What you are asking of us is not easy, I must guarantee the safety of my people... Personally.	En ese caso, los aniquilaré. [BLUE](Se encoge de hombros)[]. Lo que nos pides no es fácil, debo garantizar la seguridad de mi gente ... Personalmente.	42			
42	A	Alright... I will talk to him.	Muy bien ... hablaré con él.	0		SetVariable#last_legion,60	
50	A	Not yet, sorry.	Aun no, lo siento.	0			
50	A	The mercians surrender and offer this tribute to your people.[BLUE](Offer the 100 damaged wolf pelts here)[]	Los mercios se rinden y ofrecen este tributo a tu pueblo. [BLUE](Entregar las 100 pieles de lobo)[]	51	PlayerHasItems#1002,100		
50	A	I've been giving this matter some thought. Why hunt a hundred wolves instead of hunting just one grasshead spoiled princess? Time to die.	Lo he estado pensando. ¿Para qué matar cien lobos, en vez de matar a una princesita cabezahierba malcriada? Hora de morir.	100			
51	Q	Very well. I still don't understand why you intercede for them, but according to our traditions they may go in peace.	Muy bien. Todavía no entiendo por qué intercedes por ellos, pero según nuestras tradiciones pueden ir en paz.	0		"SetVariable#last_legion,50;LoseItems#1002,100;IncVariable#REP_varannari,2"	
100	Q	You try to provoke my wrath? You are no longer our guest and it'll be my duty to remove your stain from our holy forest. [BLUE](She calmly unsheaths her sword and approaches you, her bright eyes studying you coldly)[]	¿Intentas provocar mi ira? Ya no eres nuestro invitado y será mi deber eliminar tu mancha de nuestro bosque sagrado. [BLUE](Desenvaina tranquilamente su espada y se acerca a ti, con sus ojos brillantes estudiándote con frialdad)[]	0		"NPCHostile#varannari;SetVariable#last_legion,20;DecVariable#REP_varannari,100;SetVariable#elderforest,2"	
