index	type	text_english	text_ES	Go To	conditions	actions	requisites
12,calenda	Q	Indeed some of us do care and let me remind you, Magister Idemnus, that you haven't still been able to prove these creatures are not real. [BLUE](You notice the Main Computer, behind this noble woman. But it would take you minutes to operate it and attach the Module, so you'll have to wait for the right time)[]	A muchos de nosotros sí nos importa. Y permíteme recordar, Maestro Idemnus, que aun no has sido capaz de demostrar que esas criaturas no son reales. [BLUE](Ves el Ordenador Central tras la mujer noble. Pero te llevaría minutos operarlo y conectar el Módulo, así que habrá que esperar al momento adecuado)[]	13			
13,magister	Q	With due respect, High Mage Calenda, for all we know the Horrors are mere folklore invented by Tremadan. How could I disprove what does not exist? His creature is here, let's see what he can add. [BLUE](He makes a condescending gesture at you)[]	Con el debido respeto, Alta Maga Calenda, por lo que sabemos los Horrores no son más que folklore inventado por Tremadan. ¿como demostrar que no existe algo irreal? Su criatura está aquí, veamos qué puede añadir. [BLUE](Te hace un gesto condescendiente)[]	14			
14	A	This 'creature' is tired of your games. The Horrors are real, idiot. Even children know.	Esta 'criatura' está cansada de tus juegos. Los Horrores son reales, idiota. Hasta los niños lo saben.	16		DecVariable#ark_debate,1	
14	A	The Horrors exist. What else could have destroyed the Empire?	Los Horrores existen. ¡Destruyeron el Imperio!	16			
14	A	I admit I am not sure whether they are real or not.	Admito no estar seguro de si son reales o no.	17		DecVariable#ark_debate,1	
14	A	I can prove the Horrors are real. [BLUE](Give the Data Pad to Lady Calenda)[]	Puedo demostrar que los Horrores son reales. [BLUE](Dar a Lady Calenda la Tableta de Datos)[]	19	PlayerHasItem#2630	"IncVariable#ark_debate,2;LoseItem#2630"	
16	Q	Ah, the old story told to scare children and make them eat their vegetables. Is that your valuable information? [BLUE](Many chuckle with him)[]. Now let me tell you what really happened.	Ah, la vieja historia para asustar a niños y que coman sus verduras. ¿Esa es tu valiosa información?[BLUE](Muchos se rien)[]. Déjame que explique lo que realmente sucedió.	18			
17	Q	"Well said, well said. You don't know; you are good at killing things, not at deciding the Fate of the Muud'ari. Learn the truth then."	Bien dicho, no lo sabes. Vales para matar cosas, pero no para decidir el destino de los Muud'ari. Deja que yo te enseñe.	18			
18	Q	That 'Horrors destroyed the Empire' story is a mere lie, repeated through generations. The Empire erupted into a mage war, and our people opened the Deep Gates to escape. Tremadan's guilt and imagination did the rest.	Esa historia de que 'Los Horrores destruyeron el Imperio' es una mentira, repetida durante generaciones. El Imperio estalló en una guerra de magos, y nuestro pueblo abrió las Puertas Profundas para escapar. La culpa y la imaginación de Tremadan hicieron el resto.	30			
19,calenda	Q	[BLUE](The High Mage examines the Data Pad with a perplexed expression, then with horror. She looks at the Deep Gate and goes pale. Other mages examine it too, and finally with reluctance the Magister also looks into it)[] 	[BLUE](La Alto Mago examina la tableta de datos, al principio asombrada, luego con horror. Mira a la Puerta Profunda y palidece. Otros magos también la examinan, y finalmente lo hace el Maestro, a regañadientes.)[] 	20			
20,magister	Q	This could be a fabrication. This science of our ancestors is complex and we don't have time to check the details. [BLUE](Many protest at this, but you see others seem to agree with whatever he says. Likely some Forsaken don't care much about the fate of humanity)[]	Esto podría ser falso. La ciencia de nuestros ancestros es compleja, y no hay tiempo de verificarla. [BLUE](Muchos protestan, aunque compruebas que otros apoyan cualquier cosa que diga el Maestro. Seguramente a algunos Olvidados les importa poco el destino de la humanidad)[]	30			
30	Q	But the point is moot. The Original Deep Gate ritual was not as perfect as mine. I spent many years verifying this danger and making sure the Horrors would never arrive through it.	Pero no importa. El ritual original de la Puerta Profunda no era tan perfecto como el mio. Pasé muchos años verificando este peligro para que los Horrores no puedan, en ningún caso, cruzar la Puerta.	31			
31	A	But you might be wrong about it, a small mistake would make the world end.	Pero podrías equivocarte, un pequeño error por tu parte y el mundo terminaría.	35			
31	A	Wait, you spent years making sure a ... 'ficticious creature from folklore'... would not cross the Gate? I have the impression you have not been sincere to your brothers and sisters, Magister.	Espera, has pasado años asegurándote de que una ... 'criatura ficticia y de folklore'... No cruzaría la Puerta? Tengo la impresión de que no has sido sincero con tus hermanos y hermanas, Maestro.	32		IncVariable#ark_debate,1	INT#5
31	A	I think you are lying. You really don't care about the fate of humanity.	Creo que mientes. No te importa nada el destino de la humanidad.	35			
32	Q	[BLUE](For a moment, the Magister is so angry that he's about to lose control. His face reddens at the obvious lie he's been caught into, but then simply shakes his head, pretending been outraged)[]	[BLUE](Por un instante el Maestro está tan enfadado que casi pierde el control. Su cara enrojece por la mentira en la que le han atrapado, pero simplemente menea la cabeza, fingiendo estar ofendido)[]	35			
35	Q	[BLUE](Points a finger at you)[] You doubt my abilities,  my wisdom, my science and my honesty? I am the one that opened the Deep Gate. Let me ask, who are you to accuse the Magister of the Forsaken?	[BLUE](Te señala con un dedo)[] ¿Dudas de mi sabiduría de mi ciencia y de mi honestidad? Yo he abierto la Puerta Profunda. Deja que te pregunte, ¿Quien eres tú para cuestionar al Maestro de los Olvidados?	36			
36	A	I am a mere human being that tries to save his own people. Nothing more, nothing less. All I want is everyone to live in peace.	Soy un simple ser humano que lucha por salvar a su gente, ni mas ni menos. Solo quiero que podamos vivir en paz.	37		DecVariable#ark_debate,1	
36	A	I am as Muud'ari as you are. You stole my Grandfather's ritual, but sadly not his wisdom. Tremadan understood the danger of the Horrors and stepped back. Any sane person would do the same.	Soy tan Muud'ari como tú. Tú robaste el ritual de mi abuelo, pero no su sabiduría. Tremadan comprendió el peligro de los Horrores y se echó atrás. Cualquier persona cuerda haría lo mismo.	40	VariableEqual#know_mqtruth,1	IncVariable#ark_debate,1	
36	A	I am your death. [BLUE](Attack)[]	Soy tu muerte. [BLUE](Atacar)[]	100			
37	Q	You... Human? This is priceless. [BLUE](Laughter erupts among the audience but you don't understand why)[] I pity you. Tremadan the liar has manipulated you to the end.	Tú... ¿Humano? Esto no tiene precio. [BLUE](Hay asombro y risas entre la audiencia, pero no comprendes por qué)[]. Me das lástima, Tremadan el mentiroso te ha manipulado hasta el final.	38			
38	A	What do you mean?	¿Qué quieres decir?	39			
39	Q	You are Muud'ari like us. Tremadan was the greatest Deep Lord, the creator of the first Deep Gate ritual, and the greatest traitor and deceiver. The fact you come to us believing you are human shows how clueless you are, and how worthless your judgement, contaminated by Tremadan's lies.	"Eres Muud'ari como nosotros. Tremadan era el Señor de la Profundidad más poderoso, el creador de la primera Puerta Profunda, y también el más grande traidor y embaucador; el hecho de que vengas a nosotros creyendo que eres humano demuestra lo ignorante que eres y lo poco que importan tus opiniones."	160			
40	Q	Now, fascinating as your personal life might be, there is an important thing to ponder next. Much has been said whether the Deep Gate threatens humanity. But let me ask everyone here, and in particular Lady Calenda because she researched this: isn't humanity doomed to disappear in just a few centuries?	Pese a que debatir sobre tu vida es fascinante, sigamos con algo más importante . Se ha hablado mucho de si la Puerta Profunda amenaza a la humanidad. Pero quiero preguntar, y en especial a Lady Calenda: ¿No va a extinguirse igualmente la humanidad en unos siglos?	41			
41,calenda	Q	It is a fact that there are less and less people in Varannar as time passes. This land has too many monsters and dangers everywhere, and the constant war among the Kingdoms makes it worse. 	"Es un hecho que hay menos gente en Varannar cada año. Demasiados monstruos y peligros en esta tierra; y las guerras lo hacen aun peor."	42			
42,magister	Q	So this is the future that awaits us and our descendants then. Decline, petty wars and death. I say, we deserve a better future.	Así que ese es el futuro para nuestros descendientes. Declive, con pequeñas guerras y miserias, y muerte. Yo digo que merecemos un futuro mejor.	43			
43	A	I am sure one day the Kingdoms will unite and peace will come. Humanity survived the Horrors, they'll find a way.	Estoy seguro de que un día los Reinos se unirán en paz. La humanidad ha sobrevivido a los Horrores, encontrarán un camino.	44			
43	A	You forget about The Three. They will protect and guide us.	Te olvidas de Los Tres. Ellos nos protegerán y ayudarán.	45			
43	A	Humans struggle, yes. This is the time to help them, not to slaugther them. That is the true legacy of our ancestors, since the days of Lothasan. Because this, and no other, is our world.	Los humanos sufren, sí. Es el momento de ayudarles, no de exterminarles. Ese es el verdadero legado de nuestros antepasados, desde los días de Lothasan. Porque este, y no otro, es nuestro mundo.	46		IncVariable#ark_debate,1	PER#5
44	Q	Ah, an optimist. Yet all I see here is struggle in the mud, pain and death. But Immortality awaits us at the other end of that Gate.	Ah, un optimista. Pero todo lo que veo es lucha en el fango, sufrimiento y muerte. ¡La inmortalidad nos espera al otr lado de esa Puerta!	50			
45	Q	The Gods. You mean those four humans that stumbled upon certain dormant powers? They pursue their own interests alone. As we should do! Immortality is in our hands.	Los Dioses. ¿Te refieres a esos cuatro humanos que se tropezaron un día con un gran poder? Persiguen únicamente sus propios intereses. Y deberíamos hacer lo mismo, la inmortalidad está a nuestro alcance.	50			
46,calenda	Q	Those are wise words indeed. For generations Muud and human worked together, and only when we diverged, the Empire fell.	Palabras sabias. Durante generaciones Muud y humano han vivido juntos, y sólo al separarse cayó el Imperio.	47			
47,magister	Q	History is always fascinating, but let's get back to the present. Immortality is right there, in our hands.	La historia es fascinante, pero volvamos al presente. La inmortalidad está ahí mismo, a nuestro alcance.	50			
50	Q	Let's discuss the final and more important point. Ancient records from our ancestors detail how in our homeworld, they lived on for millenia. Yet you'd tell us to remain here, sicken and die of old age. It is our right to return to Noutamet and become immortal! [BLUE](many cheer his words)[]	Hablemos del punto final y más importante. Antiguos textos de nuestros antepasados demuestran que en nuestro mundo, vivían durante milenios. Pero tú quieres que sigamos aquí, sufriendo enfermedad y muerte. ¡Tenemos derecho a regresar a Noutamet y ser inmortales! [BLUE](Muchos le aplauden)[]	51			
51	A	You are putting too much faith in old texts. This is madness.	Poneis demasiada fé en viejos textos. Es una locura.	55		DecVariable#ark_debate,1	
51	A	Even if that was true a very long time ago, that doesn't mean immortality is waiting for you at the other end of that Gate. You might find yourself among ruins, or worse.	Incluso si eso fue cierto una vez hace mucho tiempo, eso no significa que la inmortalidad te espere al otro lado de la Puerta. Podríais encontraros entre ruinas, o algo peor.	60			
51	A	Sorry to burst your bubble, but the Muud'ari immortality was tainted with insanity, and that's why Lothasan disabled it from the Ark's medical bays.	Lamento pinchar tu burbuja pero la inmortalidad de los Muud'ari causa locura, y por eso Lothasan la eliminó de las terminales médicas del Arca.	52	VariableEqual#know_lifeextension,1	IncVariable#ark_debate,3	
52	Q	What? Explain yourself!	¿Qué? ¡Explícate!	53			
53	A	You can see for yourself in the medical terminal here in the Upper Decks. Lothasan himself decided it was too harmful, and maybe that is why he abandoned his world. A world ruled by immortal madmen.	Puedes comprobarlo tú mismo en la consola médica, aquí en la cubierta superior. Lothasan mismo decidió que era demasiado dañino, y quizá por eso abandonó su mundo. Un mundo gobernado por locos inmortales.	54			
54	Q	[BLUE](Chaos erupts in the room as some run to the computers to verify this information. Meanwhile the Magister remains silent, his eyes locked into yours. After a few minutes, everyone else has gone silent as well)[].	[BLUE](El caos se apodera de la sala, y algunos van hacia los terminales para verificar tus palabras. Mientras tanto el Maestro permanece en si lencio, sus ojos fijos en los tuyos. En pocos minutos, los demás también permanecen en silencio)[].	60			
55,calenda	Q	The authenticity of those texts is not questioned. It is a fact that the Muud'ari never aged back in Noutamet.	Esos textos son auténticos y creibles. Es un hecho que los Muud'ari no envejecían cuando vivían en Noutamet.	56			
56,magister	Q	Well said, sister. This one is too arrogant, and ignores too much.	Bien dicho, hermana. Nos habla alguien tan ignorante como arrogante.	60			
60,calenda	Q	Much has been discussed, and much has been learned. Now it is time to make a choice, brothers and sisters. [BLUE](the Forsaken begin to make some secret signs among themselves, no doubt some way to cast their votes that only they can understand)[]	Mucho hemos debatido y mucho hemos aprendido. Ahora hermanos es el momento de decidir. [BLUE](Los Olvidados comienzan a hacer señales en su lenguaje de signos secreto, una forma de votar que otros no pueden comprender)[]	61			
61	Q	"The Forsaken have voted.  As is our tradition, this decision shall be carried out by all of us, as if we were one; and we will never look back upon it. "	"Los Olvidados han votado.  Como es tradición, esta decisión será aceptada por todos, como si fuéramos uno; y nunca miraremos atrás. "	62			
62	Q	And our decision is... To cross the Deep Gate and abandon this dying world. [BLUE](The woman speaks with sadness, but with a firm voice)[]	Y nuestra decisión es... Cruzar la Puerta Profunda y abandonar es te mundo moribundo. [BLUE](La mujer habla con tristeza, pero su voz es firme)[].	70	VariableLower#ark_debate,4		
62	Q	And our decision is... To remain in this world forever, living in peace with humans. [BLUE](The woman speaks with a triumphant voice)[]	Y nuestra decisión es... Permanecer en este mundo para siempre, en paz con los humanos. [BLUE](Su voz es triunfal)[].	80	VariableLower#ark_debate,9		
62	Q	And our decision is... To remain in this world forever, living in peace with humans. We have decided this unanimously [BLUE](She looks surprised at the Magister)[]	Y nuestra decisión es... Permanecer en este mundo para siempre, en paz con los humanos. La decisión ha sido unánime. [BLUE](Mira al Maestro sorprendida)[].	150			
70,magister	Q	[BLUE](Smiles at you)[] You failed. Now let me tell you, you are free to leave and run away as far as you can, or you can stand and witness our departure. The choice is yours...	[BLUE](Sonriendo)[] Has fracasado. Ahora es decisión tuya escapar tan rápido como puedas, o quedarte a ser testigo de nuestra partida. Tu decides.	71			
71	A	I'm not crazy, I don't want to meet the Horrors. Goodbye!	No estoy loco, no quiero encontrarme con los Horrores. ¡Adiós!	0		EndGame#1	
71	A	I will not allow you to cross that Gate. If I have to kill you all, so be it!	No os permitiré cruzar la Puerta. Si os tengo que matar a todos, ¡Que así sea!	100			
71	A	I will stay here and face the Horrors. I will be humanity's last protector.	Me quedaré y me enfrentaré a los Horrores. Seré el último defensor de la humanidad.	120			
80,magister	Q	Bravo. [BLUE](He claps sardonically at you)[] Well played. You won this battle, but I still have something to say.	Bravo. [BLUE](Te aplaude sarcásticamente)[]. Bien jugado. Has ganado esta batalla, pero aun tengo algo que decir.	81			
81,calenda	Q	Magister, let me remind you that once a vote has been cast, there might be no further...	Maestro, déjame recordarte que una vez el voto se ha concluido, ya no se pued...	82			
82,magister	Q	Ha ha ha! [BLUE](The man laughs and suddenly snaps his fingers and disappears)[]	Ha ha ha! [BLUE](el hombre rie y de pronto chasquea los dedos y desaparece.)[]	0		"SetVariable#ark_lothasan,76;NPCDespawn#magister;NPCSpawn#magister2;ItemDeactivate#gate_barrier;ItemWalkable#gate_barrier"	
100	Q	[BLUE](The Magister smiles pleased as all the Forsaken charge at you)[] And to think you were a fool in the end...	[BLUE](El Maestro sonríe complacido cuando todos los Olvidados te atacan)[] Y pensar que al final eras un estúpido...	0		"NPCHostile#forsaken;NPCHostile#forsaken_1;NPCHostile#valeran;NPCHostile#magister;NPCHostile#calenda"	
120	Q	A new world awaits me. Enjoy what is left of this one![BLUE](The magical barrier is lifted, and one by one all the Forsaken enter the Deep Gate. Some like Lady Calenda do it with tears in their eyes, but without hesitation)[]	Un nuevo mundo me espera. ¡disfruta lo que queda de este! [BLUE](La barrera se levanta y los Olvidados cruzan la Puerta Profunda. Algunos como Lady Calenda lo hacen llorando, pero sin vacilar)[]	0		"NPCDespawn#forsaken;NPCDespawn#forsaken_1;NPCDespawn#valeran;NPCDespawn#magister;NPCDespawn#calenda;SetVariable#ark_lothasan,77;NPCSpawn#horror;ItemDeactivate#gate_barrier;ItemWalkable#gate_barrier"	
150,magister	Q	Yes, even I have finally listened to the voice of reason. I was blinded by the promises of eternal life. And I admit I lied about the Horrors, but in my defense, I was convinced humanity was lost anyways. Now I am no longer fit to be the Magister of the Forsaken, nor I believe the Forsaken should exist anymore as it has been proved this is our world, and nobody forsake us.	Si, incluso yo puedo escuchar la voz de la razón. Estaba cegado por promesas de inmortalidad. Y reconozco haber mentido sobre los Horrores, pero en mi defensa yo creía a la humanidad perdida. Ahora ya no puedo ser el Maestro de los Olvidados, ni creo que los Olvidados deban seguir existiendo ya que se ha demostrado que este es nuestro mundo, y nadie nos olvidó.	151			
151	A	I don't know what to say. Except asking if you still believe humanity is finished sooner or later.	No sé que decir. Excepto preguntar si aun piensas que la humanidad está acabada tarde o temprano.	152			
152	Q	No. Humans raised you, and you have proved what that means. I think Muud'ari need to forget their legacy and who they once where, just as Tremadan did with his own offspring. That is the only way to make sure this never happens again. [BLUE](He gives you his medallion, a very ancient and beautiful jewel)[]	No. Los humanos te criaron, y tú has demostrado qué significa eso. Creo que los Muud'ari deben olvidar su legado y quienes fueron, justo como hizo Tremadan con sus descendientes. Solo así podemos evitar que esto se repita. [BLUE](Te da su medallón, que parece tan antiguo como hermoso)[]	153			
153,calenda	Q	I concur. Let's leave and part ways forever, and never again speak of our acient origins. Let us mix once more with humans and we will see a better tomorrow together.	Así es. Separémonos para siempre y no volvamos a hablar de nuestro antiguo origen. Mezclémonos de nuevo con los humanos y conoceremos un mañana mejor juntos.	0		"SetVariable#ark_lothasan,80;GainXP#50000;SetVariable#peaceful_final,1;NPCDespawn#forsaken;NPCDespawn#forsaken_1;NPCDespawn#valeran;NPCDespawn#magister;NPCDespawn#calenda;GainItem#4017"	
160	A	That can't be... I... I am Muud'ari? Tremadan created the Deep Gates?	No... No puede ser... ¿Yo soy Muud'ari? ¿Tremadan creó las Puertas Profundas?	161			
161	Q	In a way, I pity you. Why do you think I needed his blood? It was his way to 'lock' the ritual. But in the end, his web of lies didn't prevent my ultimate triumph.	En cierto modo, me das lástima. ¿Por qué crées que necesitábamos su sangre? Era su forma de controlar el ritual en el futuro. Pero al final su telaraña de mentiras ha sido inútil.	40			
