index	type	text_english	text_ES	Go To	conditions	actions	requisites
8	Q	"Just a bunch of Varannari scum. Assault, robbery, the usual stuff. Nothing spectacular, this job; but someone has to do it."	Una banda de delincuentes Varannari. Asalto, robo, lo típico. Nada espectacular, pero alguien tiene que hacer el trabajo.	4			
10	Q	"[BLUE](Looks at his comrades, then smirks at you)[] Well, technically speaking these savages are not proven criminals yet. But we all know Varannari constantly indulge in theft and violence; on the other hand we could lead them to more productive lives, while earning some big profit. Don't you agree?"	"[BLUE](Mira a sus compañeros y luego te sonríe)[] Muy bien. La verdad es que técnicamente, esos salvajes aun no son delincuentes, que sepamos. Pero los Varannari se dedican a robar y otras fechorías; por otro lado, podrían ser llevar vidas más productivas y nosotros obtener un beneficio ¿No te parece?"	11			
11	A	That explains the high pay. You're about to meet the justice you deserve, slaver scum.	Eso explica que paguéis tan bien. Sois escoria esclavista, y vas a recibir la justicia que mereces.	13			
11	A	I don't want to get involved in this.	No me quiero mezclar en esto.	14	VariableLower#TMP_jarbad_leave,1	SetVariable#TMP_jarbad_leave,1	
11	A	I couldn't agree more. Let's do this.	No podría estar más de acuerdo. Hagámoslo.	0		SetVariable#human_resources,20	
11	A	If I can defeat them, what do I need you for? I can sell them myself and keep all the profit.	Si puedo vencerles, ¿Para qué te necesito? Puedo venderlos yo mismo y quedarme con todo el dinero.	12	VariableLower#TMP_jarbad_why,1	SetVariable#TMP_jarbad_why,1	
12	Q	I like the way you think, pal. But see, there's no way you can drag these savages for days or weeks, nor you could sell them legally. I have a boat transport arranged and the right contacts.	Me gusta tu forma de pensar, socio. Pero verás, no hay forma de que puedas arrastrar a estos salvajes durante semanas, ni sabrías como venderlos. Yo tengo un transporte por barco preparado y tengo los contactos adecuados.	11			
13	Q	[BLUE](Sighs)[] This is very bad for business, but so be it...	[BLUE](Suspira)[] Esto es malo para el negocio, pero si eso es lo que quieres...	0		"SetVariable#human_resources,30;NPCHostile#slaver"	
14	Q	I'm afraid you're already involved, ain't you? You know too much. You must now pick a side, either stinky grassheads or civilized people.	Me temo que ya estás involucrado. Sabes demasiado. Debes escoger entre esos Cabezas de Hierba, o la gente civilizada.	11			
20	Q	Well said. The grassheads will be pretty harmless if you manage to get rid their leader, Steel Thunder. We'll stay here in case some of them try to escape, good luck!	Bien dicho. Los cabezahierba serán bastante inofensivos si consigues acabar con su líder, Trueno de Acero. Nos quedaremos aquí por si algunos intentan escapar. ¡Buena suerte!	0			
30	A	Tell me again what are you doing here, please.	Dime de nuevo qué haces aquí, por favor.	3	VariableEqual#human_resources,10		
30	A	The Varannari claim you are slavers, not bounty hunters. What's going on here?	Los Varannari aseguran que no sois cazarrecompensas, sino traficantes de esclavos. ¿Qué está pasando aquí?	10	VariableEqual#human_resources,40		
30	A	I got rid of your problem. Where is my reward?	Me he librado de tu problema. Ahora págame.	31	VariableEqual#human_resources,70		
30	A	Goodbye.	Adiós.	0			
31	Q	A pleasure to do business with you. We'll prepare the tools for the job and capture the others soon.	Un placer hacer negocios contigo. Vamos a preparar nuestras herramientas de trabajo y encargarnos de los otros pronto.	0		"Gaingold#1500;SetVariable#human_resources,100;incVariable#REP_mercia,4"	
