index	type	text	text_ES	Go To	conditions	actions	requisites
7	Q	[BLUE](The man raises an eyebrow)[] The Wizard's Guild enclaves remain neutral among the Kingdoms, and provide invaluable magical services and training to those in need. Assuming, that is, that they can afford it. 	[BLUE](El hombre enarca una ceja)[] Los enclaves del Gremio de Magos son neutrales en los Reinos, y prestan servicios mágicos muy valiosos, y tambien entrenamiento, a aquellos que lo necesitan... y puedan pagarlo, claro.  	8			
8	A	What kind of magical services?	¿Qué clase de servicios mágicos?	9		SetVariable#know_enclave,1	
9	Q	Teleportation, purchase of magical ingredients, item crafting, enchanting, advice and research... You name it. Just make sure you have the gold for it.	Teleportación, venta de ingredientes mágicos, encantamiento de objetos, investigación... Lo que sea, mientras lo puedas pagar.	2			
10	Q	I am afraid not, maybe in a few weeks, when we receive new goods from Icemist.	Me temo que no. Quizá en unas semanas, cuando llegue la caravana desde Icemist.	2			
11	Q	Well, as a matter of fact I am in need of help. My apprentice Khadar disappeared almost a year ago. Good riddance, he was good for nothing. The problem is he took with him my ring, and I need it back. Bring it back and  I'll offer you a [BLUE]Spectral Cloak[] in return.	De hecho, sí. Mi aprendiz Khadar desapareció hace ya un año. Y me alegro, era un inútil. El problema es que se llevó mi anillo, y quiero recuperarlo.Encuéntralo y a cambio te daré una [BLUE]Capa Espectral[].	13	"variableLower#apprentice_none,10;"		
11	Q	Not at the time, adventurer.	Ahora mismo no, aventurero.	2			
13	A	Hum... I see there was little love between you two. Any idea where he could be?	Hum... Veo que no os llevábais muy bien. ¿alguna idea de dónde podría estar?	14			
14	Q	He was useless. I wanted him to do research on regeneration, but he didn't even try. And one morning he was gone. Taking my ring of shock resistance with him. May the Powers curse him for all eternity.	Era un inútil. Quería que investigara sobre regeneración, pero no hizo nada y una mañana había desaparecido, llevándose mi anillo de resistencia eléctrica. ¡Que los Poderes le confundan!	15			
15	A	Very well, I'll try to locate him and your ring. But without more clues, it won't be easy.	Muy bien, trataré de encontrarle y recuperar tu anillo, aunque sin pistas no será facil.	0		SetVariable#apprentice_none,10	
15	A	Maybe he actually needed your ring, to research something related to regeneration. Anyways, I accept, I'll try to find him.	Quizá necesitaba el anillo para investigar algo relacionado con la regeneración. En cualquier caso, acepto, intentaré encontrarle.	0		SetVariable#apprentice_none,20	INT#1
15	A	Maybe another time. I am busy now.	Quizá en otro momento. Ahora estoy ocupado.	0			
16	A	Your apprentice didn't flee. He died deep into the trollfens, trying to learn more about trolls, because they can regenerate. He probably took your ring to protect himself from the shamans. He was courageous, and you should respect him.	Tu aprendiz no se escapó. Murió investigando acerca de la regeneración de los trolls, y posiblemente usó el anillo para protegerse de los shamans. Merece ser respetado.	17			INT#1
16	A	Thanks, see you around!	¡Gracias, nos vemos pronto!	0			
17	Q	What... Of course, Trolls! Khadar was a genius, and a brave apprentice, and I was mistaken. Thanks for telling me. Certainly you are more than what meets the eye, as well.	Qué... ¡claro, trolls! Khadar era un genio, y también un valiente. Yo estaba equivocado, gracias por decírmelo. Creo que también tú eres más de lo que pareces.	0		"IncVariable#REP_wizardsguild,3;GainXP#300"	
18	Q	Certainly. Say when you're ready...	De acuerdo, di cuándo estás preparado...	19			
19	A	I am ready!	Estoy preparado.	0		"loseGold#500;Particle#;Travel#I10_tower,2;Particle#teleport"	
20	Q	Certainly. Say when you're ready...	De acuerdo, di cuándo estás preparado...	21	IsRegistered#		
20	Q	[BLUE](You can only access this option in the full version of the game)[]	[BLUE](Sólo puedes escoger esta opción en la versión completa del juego)[]	0			
21	A	I am ready!	Estoy preparado.	0		"loseGold#500;Particle#teleport;Travel#E11_tower,2;Particle#teleport"	
