index	type	text	text_ES	Go To	conditions	actions	
9	A	Reputation? We're talking about your wife here. 	¿Reputación? Estamos hablando de tu mujer.	10			
10	Q	Of course, of course. But maybe you could ask Lady Ilemma yourself? That way my wife would be saved and my reputation would be safe as well. Please take pity on me!	Por supuesto, por supuesto. Pero quizá tú podrías ir a ver a Lady Ilemma. De ese modo se salvaría mi mujer, y mi reputación estaría a salvo.	0			
11	Q	Yes, mock us you damn scoundrel, mock us all you want [BLUE](Embraces the hog and cries)[]	¡Eso, ríete de nosotros maldito villano, búrlate! [BLUE](Abraza a la cerda y llora)[]	0			
20	A	I have bad news and good news. The bad news is you're kissing a sow some farmer brought here to you as payment for a spell. The good news is that your wife is safe, I found her.	Tengo buenas y malas noticias. Las malas son que estás besando a una cerda que un granjero te trajo para pagarte por un hechizo. Las buenas son que tu mujer está bien, la he encontrado.	26	VariableEqual#pig_wife,70		
20	A	I suspect your wife escaped, Mifadis.	Creo que tu mujer ha huido, Mifadis.	35	VariableEqual#pig_wife,50		
20	A	Okay, I don't need to watch this.	No tengo por qué ver esto.	0			
20	A	I talked to Lady Ilemma and she says her spell can never last longer than five minutes.	He hablado con Lady Ilemma y dice que su hechizo nunca dura más de unos minutos.	21	VariableEqual#pig_wife,15		
20	A	[RED](Lie)[]. I bring terrible news. I researched through the Kingdoms and it's clear that your wife's state can never be reverted.	[RED](Mentir)[]Traigo terribles noticias. He buscado por todos los Reinos y la transformación de tu mujer es permanente.	22	VariableEqual#pig_wife,70		
21	Q	Then probably I am some kind of talented spellcaster, yes, it is what my mama always said. Anyways, this doesn't help my poor Rosy. Find a cure somewhere!	Entonces posiblemente tengo un talento especial para los conjuros, es lo que mi mamá decía siempre. Pero esto no ayuda a mi Rosy, busca una cura donde sea.	0			
22	Q	What!? How can you be so sure of it? [BLUE](He looks at you suspiciously)[]	¿Qué? ¿Cómo puedes estar seguro? [BLUE](Te mira suspicazmente)[]	23			
23	A	Er... What I mean is that it can't be reverted because she's still in human form. She escaped you to live... In the woods.	Esto... Lo que quiero decir es que no puede revertirse porque no está transformada. La he encontrado, se escapó de casa para... vivir en el bosque.	28			
23	A	I just know and that's enough.	Porque lo sé y ya está.	25			
23	A	I researched at all the great libraries, I asked renowned mages and I read the old texts. I am sorry, she'll never change back.	He investigado en todas las bibliotecas, preguntado a grandes magos y leido antiguos textos. Lo siento, no se puede hacer nada.	24			PER#3
24	Q	[BLUE](He sobs)[] Please leave us alone...	[BLUE](Lloriquea)[] Por favor, déjanos solos...	0		SetVariable#pig_wife,95	
25	Q	You are such an ignorant. Leave us alone.	Eres un ignorante. Déjanos en paz.	0			
26	Q	That's too good to be true! Where is she?	¡No puedo creérlo! ¿Dónde está?	27			
27	A	She is... Um... Living in the forest. She says she doesn't want to come back.	ella está... Um... Viviendo en el bosque. Dice que no quiere volver.	28			
28	Q	You have to bring her back home by any means neccessary. The world is so dangerous, her place is here, with me. I'll reward you with a magical item!	Tienes que traerla de vuelta como sea. El mundo es tan peligroso... Su lugar es este, conmigo. Te recompensaré con un objeto mágico.	29			
29	A	My job was to find your wife, and I did. Thanks to me you can stop giving back rubs to that sow, but you'll have to solve your marriage problems yourself.	Mi trabajo era encontrar a tu mujer y lo hice. Gracias a mi ya no tienes por qué masajear los hombros de esta cerda, pero tus problemas matrimoniales son asunto tuyo.	30			
29	A	Very well, I'll see what I can do.	Muy bien, voy a ver qué puedo hacer.	0		SetVariable#pig_wife,80	
30	Q	Damnit... I guess I should be grateful to you anyways and give you this gold. I don't see myself confronting Rosy, I fear what I'll find out. At least I gained a new pet. She's actually a nice sow, isn't she? [BLUE](He pats the beast's back)[]	Maldición... Supongo que debo darte las gracias y darte este oro. No creo que vaya a enfrentarme a Rosy, temo lo que podría averiguar. Al menos ahora tengo nueva mascota. Es una cerdita muy agradable, ¿verdad? [BLUE](Acaricia la espalda del animal)[]	0		"SetVariable#pig_wife,120;GainXP#600;GainGold#400;IncVariable#REP_thuram,2;IncVariable#REP_town_whitetower,3"	
35	Q	What? Impossible. She loves me so dearly. And look at her torn dress. Unless you actually find her, I won't believe that.	¿Qué? Imposible. Ella me ama tiernamente. Y mira su vestido roto. A no ser que realmente la encuentres no puedo creer algo así.	0			
50	Q	I can offer you my [BLUE]Arcanist's Ring of Ice[] or a [BLUE]Enchanted Vulcan Bow[].	Puedo ofrecerte mi [BLUE]anillo de Hielo Arcano[] o un [BLUE]Arco Volcánico Encantado[].	51			
51	A	I choose the ring.	Escojo el anillo.	52		GainItem#3038	
51	A	I choose the bow.	Escojo el arco.	52		GainItem#755	
52	Q	So be it. Thanks again!	Que así sea. Gracias de nuevo.	0		"SetVariable#pig_wife,100;GainXP#400;IncVariable#REP_thuram,2;IncVariable#REP_town_whitetower,3;NPCDespawn#rosy"	
