index	type	text	text_ES	Go To	conditions	actions	
6	A	Without my gear? Forget it.	¿Sin mi equipo? Olvídalo.	0			
6	A	Sounds good. Count me in.	Suena bien. ¡Cuenta conmigo!	7		SetVariable#arena,10	
7	Q	May you die a glorious death in the Arena, and may you enjoy great fame and fortune until that day comes. When you are ready for your first fight come and talk to me.	Te deseo una gloriosa muerte en la Arena, y hasta entonces que tengas gran fama y fortuna. Cuando estés preparado para luchar ven a hablar conmigo.	0			
50	A	Who is my opponent at the Arena?	¿Quién será mi oponente en la Arena?	60			
51	Q	"I'll take you to the preparation area. But first, remember you must enter alone, and you will leave all your possessions in a chest; you'll recover them when you survive the fight. If you survive, that is."	 Te llevaré a la zona de preparación. Recuerda que tienes que abandonar todas tus posesiones antes de entrar, las recuperarás al sobrevivir el combate. Si sobrevives.	52			
52	A	Understood.  [BLUE](Walk into the Great Arena)[]	Entendido. [BLUE](Entrar en la Gran Arena)[]	59			
52	A	On second thought, I'll be back later.	Pensándolo mejor, creo que regresaré más tarde.	0			
52	A	Understood. But before going in, I was wondering if maybe you could do something to improve my odds. You know, to make a better show. A potion or two would be enough.	Entendido. Pero antes de entrar... me preguntaba si puedes hacer algo por favorecerme. Para dar un espectáculo mejor, claro. Una poción o dos bastarían.	53	"VariableLower#arena_bribe,1;VariableGreater#arena,40"		
53	Q	[BLUE](Looks uneasily left and right)[] I have no idea what you're talking about... And even if I did, what would be in it for me?	[BLUE](Mira nervioso a derecha e izquierda)[] No tengo idea de lo que quieres decir... Y si la tuviera, ¿Por qué iba a ayudarte?	54			
54	A	Nevermind. I'll be back later.	No importa. Volveré más tarde.	0			
54	A	If you know I am going to win, you can make a lot of money placing the right bets.	Quien sepa que voy a ganar puede beneficiarse mucho de las apuestas.	57			INT#3
54	A	Name your price.	Dime tu precio.	55			
55	Q	Very well... for [BLUE]3000 gold[] I'll add some little extra to your chest before all your fights begin. It is a lot of money, but you'll earn more by just winning a couple times. Deal?	Muy bien... por [BLUE]3000 monedas[] añadiré un regalito a tu cofre antes de que empiecen tus peleas. Es mucho dinero, pero ganarás más en cuanto ganes un par de veces. ¿Hay trato?	56			
56	A	Very well, here is the money. [BLUE](Pay 3000 gold)[]	Muy bien. Aquí está el dinero. [BLUE](Pagar 3000 monedas)[]	59	playerhasGold#3000	"loseGold#3000;SetVariable#arena_bribe,1"	
56	A	Nevermind. I'll be back later.	No importa. Volveré más tarde.	0			
57	Q	Indeed... But I still need some money to bet. For [BLUE]1500 gold[] I'll add some little extra to your chest before all your fights begin.	Cierto... Pero necesito dinero para poder apostar. Por [BLUE]1500 monedas[] añadiré un regalito a tu cofre antes de que empiecen tus peleas. 	58			
58	A	Very well, here is the money. [BLUE](Pay 1500 gold)[]	Muy bien. Aquí está el dinero. [BLUE](Pagar 1500 monedas)[]	59	playerhasGold#1500	"loseGold#1500;SetVariable#arena_bribe,1"	
58	A	Nevermind. I'll be back later.	No importa. Volveré más tarde.	0			
59	Q	[BLUE](He offers you a wry smile and a nod before walking in through a door)[] This way, please. 	[BLUE](Asiente y sonríe secamente antes de entrar)[] Por aquí, por favor.	0		"SetVariable#arena_recovered_items,0;SetVariable#TMP_arena_fight,1;HideParty#;LoseInventory#;travel#FT_arena,1;"	
60	Q	"Your first fight will not be happening at the Arena; we need to know if you're a good show first. We arranged what we call a 'Dog Fight' for you in a cage, against a beast. We'll see how well you do in a narrow space. "	"Tu primera lucha no ocurrirá en la Arena; antes debemos saber si eres un buen espectáculo. Hemos preparado una 'Pelea de Perros' en una jaula estrecha, en la que tendrás que luchar con alguna bestia."	70	VariableEqual#arena,10		
60	Q	We have another Dog Fight ready for you. It's not so easy to debut in the Great Arena, you know. Provide some more fun to the crowd and we'll see.	Tenemos otra Pelea de Perros preparada. No es tan fácil debutar en la Gran Arena, ¿sabes? Haz que el público se divierta y ya veremos.	70	VariableEqual#arena,20		
60	Q	It'll be another Dog Fight... But beware, not against a beast. You'll fight another gladiator for the right to enter the Great Arena.	Es otra Pelea de Perros... Pero esta vez no es contra una bestia. Lucharás con otro gladiador por el derecho a entrar en la Grán Arena.	70	VariableEqual#arena,30		
60	Q	You are ready for the Great Arena. Your first opponent will be a Deserter Decurion. If she wins she'll become a free woman, so you can imagine she won't hesitate to split your head open.	Estás listo para la Gran Arena. Lucharás contra una desertora de la Legión. Si te vence será una mujer libre, así que estará deseando abrirte la cabeza...	70	VariableEqual#arena,40		
60	Q	"I hope you're ready for a challenge. Some minotaurs were captured near Jabal; they're bloodthirsty and strong beasts, I am sure it'll be quite a show."	Espero que estés listo para esto: algunos minotauros fueron capturados cerca de Jabal. Son bestias sanguinarias y fuertes, va a ser un buen espectáculo.	70	VariableEqual#arena,50		
60	Q	You are raising quickly in rank, some in the crowd already cheer your name. But your next fight against a band of mercenaries could be your last.	Estás subiendo de categoría rápidamente, muchos en el público conocen tu nombre. Pero la próxima lucha contra un grupo de mercenarios podría ser la última.	70	VariableEqual#arena,60		
60	Q	After you get killed by your next opponent I'm going to miss our nice chats. He's a Hill Giant, and after crushing you he'll be allowed to eat you. No wonder he's the favorite of the crowd.	Después de que te mate tu próximo oponente voy a echar de menos nuestras pequeñas charlas. Es un gigante, y después de aplastarte te devorará. No es raro que sea el favorito del público.	70	VariableEqual#arena,70		
60	Q	You're going to face a unique challenge... The only one that survived it before is the current Arena champion. I can't tell you more, unfortunately, except that you'll most certainly die.	Vas a enfrentarte a un desafío imposible... El único en sobrevivirlo ha sido el actual campeón de la Arena. Me temo que no puedo decirte más, excepto que seguramente morirás.	70	VariableEqual#arena,80		
60	Q	"The arena champion awaits you now. He was once an elite legion scout but went missing; months ago he returned to Freetown and became a murderer, terrorizing the population. Finally he was arrested and sentenced to death in the Arena, but he has managed to kill every opponent and monster thrown at him, becoming the Champion. "	"El campeón de la Arena te espera. Una vez fue un explorador legionario, pero desaparació. Volvió a la ciudad hace meses y comenzó a asesinar gente; finalmente le capturaron y fue sentenciado a morir en la Arena, pero ha conseguido derrotar a todos sus rivales y convertirse en el campeón."	61	VariableEqual#arena,90		
61	A	So the champion is a serial killer, at least I guess the crowd will back me this time.	Así que el campeón es un asesino en serie. Por lo menos esta vez el público estará de mi parte.	62			
62	Q	"I doubt they will. The same people that feared him now cheer him as a hero! Such is the greatness of the Arena; the champion is just one fight away from regaining his freedom. I suggest you pray to your gods, foreigner, for Sargos the Madman spares no one."	No creo, los mismos que le temían ahora le adoran como a un dios, ¡Esa es la grandeza de la Arena! El campeón está a sólo un combate de recuperar su libertad. Sigiero que reces a tus dioses, extranjero, porque Sargos el Loco no perdona a nadie.	63			
63	A	Sargos??? Decurion Sargos... It's been a while since we met. 	¿Sargos? ¿El Decurión Sargos?... Ha pasado tiempo desde que nos vimos.	64			
64	Q	Ohhh so you two have a past feud! Wonderful for business! I'll make sure everybody knows before the fight. Are you ready?	Ohhh... Así que ya os conocéis y sois enemigos. Estupendo para los negocios, me aseguraré de que se sepa antes del combate. ¿Estás preparado?	70			
70	A	I am ready!	¡Estoy preparado!	51			
70	A	I still need to prepare. I'll be back.	Aun necesito prepararme. Volveré.	0			
