index	type	text	text_ES	Go To	conditions	actions	
34	Q	[BLUE](She looks saddened)[] A decade ago his own son Idaron became a heretic, claiming The Three had once been mortals which ascended to Divinity. Such unbelievable blasphemy! It saddens me that too many follow this wrong interpretation of the Book of the Moon. Duremas couldn't do anything but sentencing him to death.	[BLUE](Se entristece)[] Hace una década su propio hijo Idaron se volvió un hereje, asegurando que Los Tres habian sido una vez mortales que ascendieron a la Divinidad. ¡Que horrible blasfemia! Me entristece que tantos hayan creido esta interpretación incorrecta del Libro de la Luna. Duremas no pudo hacer otra cosa que sentenciarle a muerte.	35			
35	A	Death? Isn't that a bit harsh?	¿Muerte? Me parece demasiado.	36			
35	A	Blasphemy must never be tolerated, least we not anger The Three.	La blasfemia no debe tolerarse, podríamos enfurecer a Los Tres.	37			
36	Q	He could have lived if only he had agreed to abandon the Church, but he insisted on calling himself a Priest of the Church of The Three while spreading his lies. Duremas tried everything but in the end he had no other option. He suffered greatly and shortly after he stepped down as Guardian of Faith.	Podría haber vivido si hubiera abandonado la Iglesia, pero insistía en llamarse a sí mismo Sacerdote de Los Tres mientras predicaba sus mentiras. Duremas intentó convencerle sin éxito y finalmente no tuvo otra opción. Quedó muy dolido, dejando su puesto como Guardián de la Fé poco después.	39			
37	Q	I see you are a strict observant... But remember Thelume has taught us to be tolerant, allowing everyone to believe what they will. However Idaron didn't leave us any other option...	Veo que eres un fiel estricto... Recuerda que Thelume nos ha enseñado a ser tolerante y respetar las creencias de todos. Pero Idaron no dejó otra opción...	38			
38	A	No other option?	¿No dejo opción?	36			
39	A	A sad story, indeed. Let me ask you something else...	Ciertamente una triste historia. Déjame preguntar otra cosa...	21			
40	Q	We don't know much. Duremas had been acting strangely for several days, and one morning we found a dead knight and both Duremas and the book missing. We sent knights to follow him, but none returned. I'm very grateful you intervened.	No sabemos mucho. Duremas había estado actuando de forma extraña durante días. Una mañana un guardia apareció muerto, y tanto el libro como Duremas habían desaparecido. Enviamos caballeros tras él, pero sucumbieron. Fuimos afortunados de recibir tu ayuda.	21			
100	Q	A good cleric is often a commander, leading others against the forces of evil. You might inspire your troops with [BLUE]Battle Prayer[], or turn the tide of any battle with [BLUE]Flames of Faith[].	Un clérigo es a menudo un lider en combate, inspirando a otros a luchar mediante su [BLUE]Oración de Batalla[], o cambiando el curso de la lucha con [BLUE]Llamas de la Fe[].	101	VariableEqual#guild_three,1		
100	Q	I am afraid I can only provide such guidance to ordained priests of The Three. 	Me temo que sólo puedo ofrecer mi guía a miembros de nuestra iglesia.	102			
101	A	Tell me more about  [BLUE]Battle Prayer[].	Dime más acerca de [BLUE]Oración de Batalla[].	0		TrainSkill#battle_prayer	
101	A	Tell me more about [BLUE]Flames of Faith[]	Dime más acerca de [BLUE]Llamas de la Fe[].	0		TrainSkill#flames_of_faith	
102	A	I understand, goodbye.	Comprendo. Adiós.	0			
102	A	I wish to join the Church of The Three, your grace.	Deseo unirme a la Iglesia de Los Tres, excelencia.	103	PlayerIsClass#cleric		
103	Q	I sense you are already loyal to another guild. A Loyalty Oath can only be taken once, in a lifetime.	Ya eres leal a otro gremio. Un juramento de Lealtad sólo puede hacerse una vez en la vida.	0	PlayerHasGuild#		
103	Q	Splendid! All you have to do is spend five years here studying the scripture, then serve another five years as a novice. And you won't believe how good is the food in here.	¡Espléndido! Lo único que tienes que hacer es pasar cinco años estudiando las escrituras, y después otros cinco años de servicio a la Fe. ¡Y la comida es excelente!	104			
104	A	Ten years? I was wondering if maybe there's another way of joining. I'm a bit in a hurry.	¿Diez años? Me pregunto si no hay otra forma de unirme. Tengo algo de prisa.	105			
105	Q	"I am afraid not, we have our rules. Maybe, if you performed an outstanding service to the Faith. But I can't even imagine what could grant such an exception; maybe in the southern lands you can find such an opportunity."	Me temo que no, tenemos nuestras reglas. Quizá, si prestases un gran servicio a la Fe, extendiendo la palabra de Los Tres a otros Reinos. Pero ni siquiera me imagino cómo podrías hacer algo así, quizá en el sur puedas encontrar oportunidades así.	106			
106,hirge	Q	My friend, I believe I know of a task which might make you a member of our Church. I can tell you more in New Garand, near the temple of the Imperial Religion.	Amigo mio, creo que conozco una misión que podría valer tu entrada en la Iglesia de Los Tres. Te diré más en New Garand, cerca del templo de la Religión Imperial.	0	VariableLower#three_versus_eleven,10		
106,r	Q	[BLUE](Nods politely and resumes his prayers)[]	[BLUE](Se inclina cordialmente y continua con sus oraciones)[]	0			
