index	type	text_english	text_ES	Go To	conditions	actions	requisites
9	Q	Exactly. And many others which became Gods before, in ages now forgotten. However, like most Ascended Ones, I made a grave mistake. I decided not to let my humanity go. 	Exacto, y muchos otros que se convirtieron en Diosesen civilizaciones ya olvidadas. Y como la mayoría de ellos, cometí un grave error: no renunciar a mi humanidad.	10			
10	A	What does that mean?	¿Qué significa eso?	11			
11	Q	I didn't want to become a timeless being, nor I wanted to lose my personality, my identity, my physical body... my flaws. Yet I wanted the Divine Power. We four decided to do the same, becoming half-god, half-men, with disastrous consequences.	No quería convertirme en un ser atemporal, ni quería perder mi personalidad, mi identidad, mi cuerpo físico... mis defectos. Pero quería el Poder Divino. Los cuatro decidimos convertirnos en medio mortales, medio dioses, con consecuencias desastrosas.	12			
12	A	Now I understand, a God with human feelings and flaws is indeed a very dangerous thing.	Ya veo, y comprendo. Un Dios con emociones y defectos humanos es algo muy peligroso.	13			
13	Q	"Human mind is too small of a vessel to contain such power and knowledge. I vaguely feel the distant presence of my old companions... Two of them went insane and tried to destroy themselves, their souls tormented by regrets; immortality is a cruel prision for them. They betrayed me, feared me. I pity them."	"La mente humana es un recipiente demasiado pequeñopara contener tanto poder y sabiduría. Aun siento vagamente en la distancia la presencia de mis antiguos compañeros; dos de ellos han perdido la razón e intentaron autodestruirse, sus almas atormentadas; la inmortalidad es ahora una cruel prisión para ellos. Me traicionaron por miedo. Les compadezco."	14			
14	A	What will you do now?	¿Qué harás ahora?	15			
15	Q	I shall fulfill my destiny, and trascend this mortal shell once and for all. I shall become the God of the Dead, for millions of souls have perished and are without a guide... Can't you feel the imbalance? The dead refusing to rest? So much to be done! It will take me a long time to repair my mistakes.	"Aceptaré mi destino, y abandonaré este cuerpo mortal para siempre. Me convertiré en el Dios de los Muertos; millones han perecido y los espíritus vagan perdidos... ¿No sientes el desequilibrio? ¿Los muertos que se niegan a descansar? ¡Hay tanto que hacer! Me llevará tiempo reparar mis errores."	16			
16	A	Wait, I have lots of questions for you, and maybe you can help me! The world is in danger!	¡Espera, tengo muchas preguntas para tí, y quizá puedas ayudarme! ¡El mundo está en peligro!	17			
17	Q	I shall meddle with mortal matters no more. [BLUE](Suddenly his body becomes too bright to stare at)[] I abandon this world, my realm is that of the Dead. Mortal, you have my blessings and my gratitude.	No volveré a inetrferir en asuntos de mortales. [BLUE](Su figura se vuelve demasiado brillante, no puedes verla)[] Ya no soy de este mundo. Mi Reino es ahora el de los Muertos. Mortal, tienes mi bendición y my gratitud.	18			
18	Q	[BLUE](You feel yourself being pulled upwards. As you ascend, visions of the past and future expand your mind granting you 1 Skill Point)[]	[BLUE](Sientes como tiran de tí hacia arriba. Mientras asciendes, visiones del pasado y el futuro iluminan tu mente. Ganas 1 Punto de Habilidad.)[]	0		"LoseItem#2618;SetVariable#mangled_god,110;GainXP#10000;GainSkillPoint#;ShowParty#;Travel#G7,3"	
30	Q	Indeed a bold one stands in front of me. You are right to wonder why a God may not know all. While the Divine is part of me, I am also man. Indulge my mortal ignorance and tell me why my appointed servants didn't wake me up centuries ago.	Veo que eres valiente. Tienes razón al preguntarte por qué un Dios no lo sabe todo, pero debes saber oh mortal que pese a que la Divinidad es parte de mí, tambien soy humano. Disculpa mi ignorancia mortal y dime por qué mis servidores no me han despertado hace siglos.	4			
40	Q	Worry not, for I will bring you peace, child. Eternal peace and balance. Accept my ultimate blessing: death. [BLUE](Your soul begins to escape your body)[]	No debes temer, porque voy a darte paz eterna y equilibrio. Aquí tienes mi máxima bendición: la muerte. [BLUE](Tu alma comienza a escapar de tu cuerpo)[]	0		"LoseHP#5000;LoseHP#5000;LoseHP#5000;LoseHP#5000"	
50	Q	Is that so? I expected more from someone capable of bringing my crown. Now accept my ultimate blessing: death. [BLUE](Your soul begins to escape your body)[]	¿De verdad? Esperaba más de alguien capaz de traer mi corona. Aquí tienes mi máxima bendición: la muerte. [BLUE](Tu alma comienza a escapar de tu cuerpo)[]	0		"LoseHP#5000;LoseHP#5000;LoseHP#5000;LoseHP#5000"	
