index	type	text_english	text_ES	Go To	conditions	actions	requisites
35	Q	Are you trying to bribe me?	¿Intentas sobornarme?	36			
36	A	Most definitely. How much?	Por supuesto. ¿Cuánto?	50			
36	A	Of course not. You are obviously a honest and virtuous man. But we both know a little gold in the right pockets can make things smoother, that's what I mean.	"Por supuesto que no. Sé que eres un hombre honesto y virtuoso. Pero ambos sabemos que un poco de oro en los bolsillos adecuados puede ayudar a ""engrasar"" las cosas, a eso me refiero."	37			PER#1
36	A	No, no. Sorry for wasting your time and goodbye.	No, no. Perdona por molestarte, me marcho.	0			
37	Q	That is a sad truth, and it would only be a first step, but [BLUE]3.000 gold [] could get things easier with the minor nobility at least.	Es una triste realidad, y sólo sería un primer paso, pero [BLUE]3.000 monedas[] servirían para calmar a la nobleza menor, al menos.	38			
38	A	I will have to think about this more carefully.	Tendré que pensar en esto con calma.	0			
38	A	Indeed. Here is the money. What else would be needed to convince His Majesty?	Exacto. Aquí está el dinero. ¿Qué más haría falta para convencer a Su Majestad?	34	PlayerHasGold#3000	LoseGold#3000	
50	Q	Guards, kick this one out of the Castle.	Guardias, echadle fuera del Castillo.	51			
51	A	But...!	¡Pero...!	0		"Travel#NG,23,0;DecVariable#REP_varsilia,5"	
60	Q	I am happy to see this, as I had almost convinced the King, and this will definitely make him sign the edict. From now on, the Church of The Three is free to use the ancient temple, to the benefit of this town.	Me alegra ver esto, ya que el Rey estaba casi convencido, y ahora no hay duda de que firmará el edicto. Desde hoy, la Iglesia de Los Tres es libre de utilizar el antiguo templo para beneficio de esta ciudad.	0		"SetVariable#three_versus_eleven,100;GainXP#1500;IncVariable#REP_the_three,10"	
