index	type	text	text_ES	Go To	conditions	actions	
5	Q	Fearing Mifadis? [BLUE](She laughs)[] No, he's a good man, I love him. But he's three times my age and has no interest in anything but his spells to grow crops. I love it in here, with my two friends that adore me and are young, strong and handsome. 	¿Temer yo a Mifadis? [BLUE](Se rie)[]. No, es un buen hombre, le quiero. Pero me triplica la edad y sólo le importan sus conjuros para hacer crecer cosechas. Yo quiero vivir aquí, con mis dos amigos que me adoran. Son jóvenes, fuertes y guapos.	6			
6	Q	I've been visiting my friends for a while, but I wanted to move here indefinitely. That morning I was wondering why there was a pig in my porch with a farmer's note hanging around its neck. Then the spell came out of the window and I saw my chance. I threw away the note, and ripped my dress before running to the river.	He estado visitando a mis amigos desde hace tiempo, pero quería venir a vivir con ellos para siempre. Aquella mañana encontré al cerdo en nuestra puerta con una nota de un granjero colgando al cuello. Cuando el hechizo salió disparado por la ventana aproveché mi oportunidad. Tiré la nota, desgarré mi vestido y huí al rio.	7			
7	A	That is very selfish of you. He is terribly worried, and feels guilty as well. If you want to abandon him, just tell him.	Eso es muy egoista por tu parte. Está muy preocupado por tí y se siente culpable. Si le quieres abandonar ve y díselo.	9			
7	A	If that's what you want that's fine. But he would probably reward me if I tell him about this.	Si eso es lo que quieres, es asunto tuyo. Pero el me recompensaría si le digo dónde estás.	8			
8	Q	I can reward you too! I took our pouch with jewels, very valuable. It is yours if you convince him the spell is permanent and that pig will forever be her 'Rosy'.	"Yo también puedo recompensarte. Me llevé nuestro saquito con gemas; si le convences de que el encantamiento es permanente y de que ese cerdo será para siempre su 'Rosy', es tuyo."	0			
9	Q	I know... And I'm really sorry but I just can't confront him and break his heart like that. I just... Can't. Please lie to him, let me stay here! I will reward you.	Lo sé... Y lo siento mucho pero no puedo enfrentarme a él y romperle así el corazón. No soy capaz. Por favor, miéntele para que pueda quedarme aquí. Te recompensaré.	0			
10	A	Rosy, you need to go back home. Now.	Rosy, debes regresar a casa ahora mismo.	11			
11	Q	Oh? And why is that? [BLUE](She frowns)[] 	¿Ah sí? Y ¿Por qué? [BLUE](Frunce el ceño)[]	12			
12	A	Because you have no choice. I'll take you by force if you don't come.	Porque no tienes elección. Te voy a llevar a la fuerza si no vienes.	20			
12	A	Because it is the right thing to do. Go back home and then sort out your problems without deceit. If I leave, it's a matter of time before someone else comes.	Porque es lo correcto. Vuelve a casa y resuelve tus problemas sin engaños. Si me voy, es cuestión de tiempo antes de que venga otro.	14			INT#3
12	A	Because you said you still love your husband, and you won't leave him crying night and day embraced to a pig.	Porque has dicho que aun quieres a tu marido y no le vas a dejar dia y noche llorando abrazado a un cerdo.	14			PER#4
12	A	Because I am asking nicely?	¿Porque lo pido por favor?	13			
13	Q	No, not nicely enough.	No, me parece que no.	20			
14	Q	[BLUE](She looks down, saddened)[] You are right, of course. Well, to tell the truth I knew I would return sooner or later. Very well, I'll say goodbye to my friends here and return home soon. What will happen then, only time can tell.	[BLUE](Mira al suelo entristecida)[] Claro, tienes razón. Para ser sincera yo sabía que tendría quer egresar tarde o temprano. Muy bien, me despediré de mis amigos y regresaré a casa pronto. Lo que ocurra después, sólo el tiempo lo dirá.	0		SetVariable#pig_wife,90	
20	Q	My boys! Protect me, he's trying to abduct me!	¡Chicos, protegedme, me quiere raptar!	0		"NPCHostile#woodsman;SetVariable#pig_wife,85"	
25	A	I did. You mentioned a reward, Rosy. 	Lo hice. Mencionaste una recompensa, Rosy.	26			
26	Q	Here it is. When I escaped, I took with me this bag of gems. Now it's all yours. Now if you excuse me, I think I should remain hidden in the hut in case someone else snoops around.	Aquí la tienes. Cuando escapé me llevé esta bolsa con gemas. Ahora es toda tuya. Si no te importa, creo que debería quedarme dentro de la cabaña antes de que alguien más me vea.	0		"SetVariable#pig_wife,110;GainXP#400;NPCDespawn#rosy;GainItem#2004;GainItem#2012;GainItem#2013"	
30	A	I told him the truth. But I don't want to get involved in this.	Le dije la verdad. Pero no me quiero meter en este asunto.	31			
31	Q	Damn... Now he'll keep sending people here. Thanks for nothing.	Maldición. Ahora no dejará de enviar gente. Gracias por nada.	0		NPCDespawn#rosy	
