index	type	text	text_ES	Go To	conditions	actions	
9	A	You know the Magister can't be trusted, he'd just say anything. He poisoned my wine and ordered you to ambush me. And the Kingdoms stand no chance to survive the Horrors. You're going to murder thousands of innocents.	Sabes que no se puede confiar en el Maestro, diría cualquier cosa para convenceros. Envenenó mi vino y te ordenó que me hicieras una emboscada. Y los Reinos no sobrevivirían a los Horrores. Vas a asesinar a miles de inocentes.	12			INT#3
9	A	I want to speak to your Magister, we might find an understanding.	Quiero hablar con el Maestro, podemos llegar a un acuerdo.	20			
10	Q	I don't believe the Horrors will come this time. And if they do, I'm sure they're mostly exaggerations. Meanwhile I'll be enjoying my immortality and receiving honors for having killed you.	No creo que esta vez los Horrores vengan. Y si lo hacen, sin duda son exageraciones. Mientras, yo estaré disfrutando de mi inmortalidad y recibiendo honores por haberte matado.	11			
11	A	You use the word 'honor' a lot, but you have no idea what it means, do you? Time to die.	Usas mucho la palabra 'honor', pero no sabes lo que significa. Hora de morir.	100			
11	A	Are you that blind? The Magister is fooling you. Look at what happened to the Empire.	¿Estás ciego? El Maestro os está engañando. Mira lo que le ocurrió al imperio.	12			
12	Q	I will not hide the fact that I don't like the man, but he is the one that found the Ark of Lothasan, the one which knows the Ritual and will make us all immortal. While you are the lackey of a traitor and a coward. I'd rather believe him than you.	No niego que no me gusta ese hombre, pero es quien encontró el Arca de Lothasan, quien conoce el ritual y nos va a hacer inmortales. Tú, sin embargo, eres el lacayo de un cobarde y un traidor. Prefiero creerle a él.	13			
13	A	He has told you that he knows the ritual, but he might not be able to pull it off, or the Gate might lead you all to death. A big gamble in exchange of murdering so many people.	Te ha dicho que conoce el ritual, pero puede que no sea capaz de completarlo, o que la Puerta os conduzca a la muerte. Una apuesta muy grande a cambioo de matar a tanta gente.	14			
13	A	You have doubts, and that's why we're talking instead of figthing. That's also why you came alone.	Tienes dudas, y por eso estamos hablando en vez de luchar. Y por eso has venido solo.	15			PER#5
13	A	I don't ask you to trust my word, I ask you to think for yourself. Tremadan was the greatest and wisest of the Imperial Arch-Mages, and he wanted to destroy the Gate. You never wondered why?	No te pido que confíes en mí, sino que pienses por tí mismo. Tremadan era el más poderoso y sabio Archimago, y quería destruir la Puerta. ¿Nunca te has preguntado por qué?	15			
14	Q	You ignore too much. The Magister has almost completed the Ritual, the Deep Gate will be ready in a matter of days. And he'll be the first to go in, so he's not fooling anyone.	"Ignoras demasiado. El Maestro casi ha completado el Ritual; la Puerta Profunda estará lista en cuestión de días. Y el será el primero en cruzar, no nos engaña."	100			
15	Q	[BLUE](Your words seem to strike home, but the Muud'ari warrior still looks at you warily)[] You are right. I have doubts. I wish to become immortal and live the glory of my ancestors, but not at any price. I'll let you try to reach the Ark and prove me that you are right about the Horrors. 	[BLUE](Tus palabras hacen efecto, aunque el guerrero Muud'ari aun parece desconfiar)[] Tienes razón, tengo dudas. Quiero ser inmortal y vivir la gloria de mis ancestros, pero no a cualquier precio. Te dejaré que intentes llegar al Arca y me demuestres que los Horrores son reales.	16			
16	A	You are doing the right thing, Sir Valeran. 	Haces lo correcto, Sir Valeran	17			
16	A	You know what? I won't allow you to walk away. One Forsaken I kill now is one less I need to kill later.	¿Sabes qué? No te voy a dejar marchar. Un Olvidado que mato ahora es uno menos que tengo que matar luego.	100			
17	Q	It's not like you have a big chance to survive the way to the Ark, though. We'll see what you're made of. And if you can't back your claims when we meet again, I won't spare your life. [BLUE](Begins to walk away)[]	No creo que vayas a sobrevivir al camino hasta el Arca, así que veremos de qué estas hecho. Y si cuando te encuentre no eres capaz de demostrar lo que afirmas, no perdonaré tu vida.[BLUE](Comienza a marcharse)[]	18			
18	A	We'll meet soon, and I'll prove you the Horrors are real.	Nos volveremos a ver pronto y te demostraré que los Horrores son reales.	0		NPCDespawn#valeran	
18	A	Wait! before you go tell me about Amarisa.	¡Espera! antes de marcharte, dime acerca de Amarisa.	30			
18	A	Wait! before you go, give me some advice to survive the Wastes.	¡Espera! antes de marcharte dame algún consejo para sobrevivir a los Páramos.	19			
19	Q	My advice would be to search the Sunken Citadel, and find something we hid there, to the southwest. Good luck.	Mi consejo sería que busqyes en la Ciudadela Hundida, y encuentres algo que escondimos allí, hacia el suroeste. Buena suerte.	0		NPCDespawn#valeran	
20	Q	He said you might pretend to be friendly, and I see he was right. No, I am afraid it is too late for you.	Dijo que fingirías ser amistoso, y veo que tenía razón. No, me temo que es demasiado tarde para tí.	21	VariableEqual#know_mqtruth,1		
20	Q	He said you might pretend to be friendly, and I see he was right. No, I am afraid it is too late for you.	Dijo que fingirías ser amistoso, y veo que tenía razón. No, me temo que es demasiado tarde para tí.	100			
21	A	[BLUE](Truth)[] My grandfather was indeed a traitor, but I am not. [BLUE](Making sure nobody else can listen)[] He made me believe I was human, so I don't believe any of his lies. Now that I know the truth I want to join you and become immortal. At any price.	[BLUE](Verdad)[] Mi abuelo era un traidor, pero yo no lo soy. Me ha estado engañando hasta hace poco, haciéndome creer que era humano. [BLUE](Asegurándose de que nadie más puede oirlo)[] No creo ninguna de sus mentiras. Ahora que sé la verdad, quiero unirme a vosotros y ser inmortal. A cualquier precio.	22			
21	A	[BLUE](Lie)[] I always wanted to join the Forsaken, and now that I learned of my ancestry I look forward to become immortal.	[BLUE](Mentir)[] Siempre he querido unirme a los Olvidados, y ahora que conozco mi linaje, no hay nada que desee más que la inmortalidad.	90			
21	A	Good knight, remember the oaths you once made and come to your senses! The Horrors are real, you must trust me.	Buen caballero, recuerda los juramentos que hiciste y vuelve a la razón. Los Horrores son reales, debes creérme.	15			PER#5
22	Q	"I want to believe you are sincere but you could be fooling me. I do believe in the honor of the mighty; prove your worth by finding the Ark and arriving there by your own means, and I will welcome you into our Brotherhood. The Magister might not be as happy to see you, but if you make it there, I'll vouch for you."	"Quiero creer que eres sincero, pero podrías estar engañándome. Pero yo creo en la honorabilidad de la fuerza y el valor; encuentra el arca por tus propios medios y sobrevive al camino, entonces te daré la bienvenida a nuestra hermandad. El Maestro puede que no se ponga muy contento, pero yo estaré de tu lado."	23		"SetVariable#ark_lothasan,83;SetVariable#join_forsaken,1"	
23	A	Wait! before you go, give me some advice to survive the Wastes.	¡Espera! antes de marcharte dame algún consejo para sobrevivir a los Páramos.	19			
30	Q	The other traitorspawn? She is stubborn, but I have to admit she's brave too. She almost managed to sabotage the Gate, but the Magister caught her and now she's locked up. I wouldn't be surprised if she escaped again...	¿La otra descendiente del traidor? Es obstinada, pero admito que también valiente. Casi consigue sabotear la Puerta, pero el Maestro se dio cuenta y la ha encerrado. No me extrañaría que volviera a escaparse...	0		"SetVariable#where_is_amarisa,60;NPCDespawn#valeran"	
90	Q	Do you think a Thuramian Arcane Knight can't see through such lies?	¿Piensas que un Caballero Arcano de Thuram se va a tragar esas mentiras?	100			
100	Q	[BLUE](He unstraps a greataxe which, upon his command, becomes engulfed in flames)[] Now die!	[BLUE](Empuña un hacha que, al hacer un gesto, es envuelta en llamas)[] ¡Ahora muere!	0		"NPCHostile#valeran;SetVariable#hostile_valeran,1"	
