index	type	text_english	text_ES	Go To	conditions	actions
6	A	Sounds good, here's the money. Take me to New Garand.	Me parece bien, aquí tienes. Vámonos a New Garand.	0	playerhasGold#150	"loseGold#150;Travel#NG,7,12"
6	A	I don't think so.	Mejor no.	0		
7	Q	Aye?	¿Si?	4		
8	Q	[BLUE](He makes a sign against evil spirits)[] Cursed rocks, jagged an'pointy, waves an'currents an'storms draggin' ye to icy death. But that ain't the worse, worse is the ash the wind blows from the land. Poison yer body an'mind. Gates o'Hell would look nicer than Ashen Cape, landlubber. 	[BLUE](Hace una señal contra los malos espíritus)[] Rocas malditas, afiladas y puntiagudas. Corrientes, oleaje, tormentas que te arrastran a la muerte helada. Pero lo peor es la ceniza que trae el viento, envenena cuerpo y mente. Las Puertas del Infierno son más argadables que el Cabo de Cenizas, grumete. 	9		
9	A	Would you take me there?	¿Me llevarías allí?	10		
9	A	Let me ask something else.	Déjame preguntar otra cosa.	7		
10	Q	Ye daft? For the beard of the Sea Queen, a thousand times no! I lost me fine ship long ago, but even if I had her, Cap'n Dorse won't die or become a loon breathin' the ashes, no sir. Too much grog an' women waitin' for me old bones 'ere! And ye won't find a man able to sail those waters anymore. 	¿Estás loco? ¡Por la barba de la Reina del Mar, mil veces no! Perdí mi buen barco hace mucho pero aunque lo tuviera, el viejo Dorse no morirá o se volverá loco respirando esas cenizas. Demasiado ron y mujeres me esperan aun. Y no encontrarás otro hombre capaz de navegar esas aguas.	11		
11	A	Sounds like a place full of danger and adventure, maybe I could reach it by land?	Parece un lugar lleno de aventuras y peligros, ¿quizá pueda ir por tierra?	12		
11	A	I am serious, I need to get there. At least you could ferry me to the coast south of here, then I'd try to find a route.	Lo digo en serio, necesito llegr allí. Al menos llévame a la costa al sur de aquí, desde allí yo intentaré llegar a pie.	40	VariableEqual#ark_lothasan,20	SetVariable#ark_lothasan,30
12	Q	[BLUE](Roar of laughter)[] Ye crazy landlubber, I like ye. Nay, me thinks ye can't but who cares? Ye can't breath the ash, I'm tellin' ye.	[BLUE](Fuerte risotada)[] Gusano de tierra loco, me caes bien. Nah, creo que no se puede pero ¿Qué importa? No puedes respirar esas cenizas, ya te lo he dicho.	13		
13	A	I see. Let's talk about something else.	Ya veo. Hablemos de otra cosa.	7		
15	Q	Blasted hornswaggler scurvy dog of Cap'n Brairen won it from me, playin' dice. 	Ese rata sarnosa y traidora del Capitán Brairen me lo ganó jugando a los dados.	13		
20	Q	Snake? That swashbuckler sure knows what he does, and that's good. Guv'ner is a pig, I tell you. Whoever robs him is a good fellow.	¿Serpiente? Ese bandido sabe lo que hace, y eso es bueno. El gobernador es un cerdo, te lo digo yo. Quien le robe es una buena persona.	21		
21	A	I see, let me ask something else.	Ya veo, déjame preguntar otra cosa.	7		
30	Q	Aye... But old Cap'n Dorse ain't no ferry. Ye land and I go, ye got no way back by sea or land and damned if I care, so ye better have a plan to return... Want to go? It'll be [BLUE]150 gold[] .	Si... Pero no pienso esperarte como un condenado, el bote del Capitán Dorse no es un ferry. Te dejo y me marcho, y de ese sitio no puedes regresar por tierra o por mar. ¿Seguro que quieres partir? Son [BLUE]150 monedas[].	31		
31	A	Sounds good, here's the money. Take me to the ruins.	Me parece bien, aquí tienes. Llévame a las ruinas.	0	playerhasGold#150	"loseGold#150;Travel#H7,3,12"
31	A	I don't think so.	Mejor no.	0		
40	Q	S'rious ye are, ah see... Fine, Cap'n Dorse will take ye south to Dragon Coast for 150 gold, but after ye die better not come back to haunt me!	En serio, ya veo... De acuerdo. Te llevo al sur, a la Costa del Dragón, por 150 monedas. Pero cuando mueras no vuelvas a maldecirme como un fantasma!	41		
41	A	I'll think about it and return later.	Pensaré en ello y volveré más tarde.	0		
41	A	You got a deal, here is the gold, and not haunting you. I promise!	Trato hecho. Aquí está el oro, y no volveré desde la tumba, ¡prometido!	0	playerhasGold#150	"loseGold#150;Travel#H5,1"
