index	type	text	text_ES	Go To	conditions	actions	
17	Q	Ahhhhh the beautiful metal! Looks like steel but lighterrr. You humans say it's diferrrrrent 'colorrrr' but I don't know what 'colorrrr' means. Smells diferrrrent frrrrom steel, and sings beautifully. 	¡Ahhhh el metal herrrmoso! Parece acerrrro pero más ligerrro. Humanos dicen que tiene otrrro 'colorrr', perrrro yo no sé qué es el 'colorrr'. Huele diferrrente que el acerrro, y su canción es más herrrrrmosa.	0			
20	A	Check my backpack and tell me if you can work with this.	Mira mi mochila y dime si puedes trabajar con esto.	21			
20	A	Maybe another time.	Quizá en otro momento.	0			
21	Q	You have the ten small diamonds... Let's see what else...	Tienes los diez diamantes pequeños... Veamos qué más...	22	PlayerHasItems#2004,10		
21	Q	You don't have the ten small diamonds, the ancient way of sharrrrpening rrrequirrres them. Don't waste my time!	No tienes los diez diamantes pequeños, la antigua técnica parrra afilarrr los rrrrequierrre. ¡No me hagas perrrderrr el tiempo!	0			
22	Q	Oooooh this is a magnificent grrrrreatsworrrd made of the beautiful metal! I can rrrreforrrge it, yes. [BLUE](He takes the Bluesteel Greatsword and for hours he works on it, hammering it tirelessly while he sings enchantments)[]. Tearrrrs come to my eyes. Such beauty. Herrrre you go. 	¡Ooooooh una magnífica Espada de dos manos del herrrrmoso metal! Puedo volverrrr a forrrjarrrla sí. [BLUE](Toma el Espadón de Acero azul y durante horas lo trabaja en la forja, golpeando incesantemente con su martillo y recitando encantamientos)[]. Lagrrrrrimas vienen a mis ojos. Tan herrrrmoso. Aquí tienes.	30	PlayerHasItem#534	"LoseItem#534;LoseItems#2004,10;GainXP#1000;GainItem#554"	
22	Q	Oooooh this is a magnificent longsworrrd made of the beautiful metal! I can rrrreforrrge it, yes. [BLUE](He takes the Bluesteel Longsword and for hours he works on it, hammering it tirelessly while he sings enchantments)[]. Tearrrrs come to my eyes. Such beauty. Herrrre you go. 	¡Ooooooh una magnífica Espada del herrrrmoso metal! Puedo volverrrr a forrrjarrrla sí. [BLUE](Toma la Espada Larga de Acero azul y durante horas la trabaja en la forja, golpeando incesantemente con su martillo y recitando encantamientos)[]. Lagrrrrrimas vienen a mis ojos. Tan herrrrmosa. Aquí tienes.	30	PlayerHasItem#533	"LoseItem#533;LoseItems#2004,10;GainXP#1000;GainItem#553"	
22	Q	Oooooh this is a magnificent shorrrtsworrrd made of the beautiful metal! I can rrrreforrrge it, yes. [BLUE](He takes the Bluesteel short sword and for hours he works on it, hammering it tirelessly while he sings enchantments)[]. Tearrrrs come to my eyes. Such beauty. Herrrre you go. 	¡Ooooooh una magnífica Espada del herrrrmoso metal! Puedo volverrrr a forrrjarrrla sí. [BLUE](Toma la Espada Corta de Acero azul y durante horas la trabaja en la forja, golpeando incesantemente con su martillo y recitando encantamientos)[]. Lagrrrrrimas vienen a mis ojos. Tan herrrrmosa. Aquí tienes.	30	PlayerHasItem#532	"LoseItem#532;LoseItems#2004,10;GainXP#1000;GainItem#552"	
22	Q	No sworrrrds of the beautiful metal. Leave me alone.	No ha espadas del metal herrrrmoso. Déjame en paz.	0			
30	A	What a beautiful weapon. Thanks.	Que hermosa arma. Gracias.	31			
31	Q	A pleasurrrrre my frrrriend. I can forrrrge morrrre if you have the ingrrrrredients. 	Un placerrrrr, amigo. Puedo forjarrr más si trrrraes los materrriales.	0	VariableEqual#primal_forge,20	SetVariable#primal_forge,100	
31	Q	A pleasurrrrre my frrrriend. I can forrrrge morrrre if you have the ingrrrrredients. 	Un placerrrrr, amigo. Puedo forjarrr más si trrrraes los materrriales.	0			
